"Event_Index","Local_Timestamp","Local_Timezone","Local_Date","Participant_Public_ID","Participant_Private_ID","Participant_Starting_Group","Participant_Status","Participant_Completion_Code","Participant_External_Session_ID","Participant_Device_Type","Participant_Device","Participant_OS","Participant_Browser","Participant_Monitor_Size","Participant_Viewport_Size","randomiser_81rl","Spreadsheet","Spreadsheet_Name","Spreadsheet_Row","Trial_Number","Screen_Number","Screen_Name","Zone_Name","Zone_Type","Reaction_Time","Reaction_Onset","Response_Type","Response","Attempt","display"
"1",1604661441206,1,"06/11/2020 12:17:21","BLIND",7690656,NA,"complete",NA,"5fa530727b48842025542c8a","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x969","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604661445290,1,"06/11/2020 12:17:25","BLIND",7690656,NA,"complete",NA,"5fa530727b48842025542c8a","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x969","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",1,"1",1,"Screen 1","advancementZone","continue_button","48735.3",NA,NA,"",NA,"IntroAlice"
"3",1604661600730,1,"06/11/2020 12:20:00","BLIND",7690656,NA,"complete",NA,"5fa530727b48842025542c8a","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x969","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",1,"Screen 1","content","content_video","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"4",1604661605046,1,"06/11/2020 12:20:05","BLIND",7690656,NA,"complete",NA,"5fa530727b48842025542c8a","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x969","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"5",1604661605050,1,"06/11/2020 12:20:05","BLIND",7690656,NA,"complete",NA,"5fa530727b48842025542c8a","computer","Desktop or Laptop","Windows 10","Chrome 86.0.4240.183","1920x1080","1920x969","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"END TASK",NA,"","","","163844",NA,NA,"",NA,""
"1",1604078762485,1,"30/10/2020 18:26:02","BLIND",8013348,NA,"complete",NA,"5f9c4b582e76b60b2812b45d","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0","1440x900","1097x696","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604078767362,1,"30/10/2020 18:26:07","BLIND",8013348,NA,"complete",NA,"5f9c4b582e76b60b2812b45d","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0","1440x900","1097x696","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",1,"1",1,"Screen 1","advancementZone","continue_button","48735.3",NA,NA,"",NA,"IntroAlice"
"3",1604078922847,1,"30/10/2020 18:28:42","BLIND",8013348,NA,"complete",NA,"5f9c4b582e76b60b2812b45d","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0","1440x900","1097x696","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",1,"Screen 1","content","content_video","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"4",1604078925666,1,"30/10/2020 18:28:45","BLIND",8013348,NA,"complete",NA,"5f9c4b582e76b60b2812b45d","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0","1440x900","1097x696","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"5",1604078925670,1,"30/10/2020 18:28:45","BLIND",8013348,NA,"complete",NA,"5f9c4b582e76b60b2812b45d","computer","Desktop or Laptop","Mac OS 10.15.7","Safari 14.0","1440x900","1097x696","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"END TASK",NA,"","","","163186",NA,NA,"",NA,""
"1",1604103379648,1,"31/10/2020 01:16:19","BLIND",9883604,NA,"complete",NA,"5f9cac682e76b61a52ecdab7","computer","Desktop or Laptop","Mac OS 10.14.5","Chrome 86.0.4240.111","1440x900","1440x821","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"BEGIN TASK",NA,"","","","",NA,NA,"",NA,""
"2",1604103382650,1,"31/10/2020 01:16:22","BLIND",9883604,NA,"complete",NA,"5f9cac682e76b61a52ecdab7","computer","Desktop or Laptop","Mac OS 10.14.5","Chrome 86.0.4240.111","1440x900","1440x821","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",1,"1",1,"Screen 1","advancementZone","continue_button","48735.3",NA,NA,"",NA,"IntroAlice"
"3",1604103546273,1,"31/10/2020 01:19:06","BLIND",9883604,NA,"complete",NA,"5f9cac682e76b61a52ecdab7","computer","Desktop or Laptop","Mac OS 10.14.5","Chrome 86.0.4240.111","1440x900","1440x821","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",1,"Screen 1","content","content_video","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"4",1604103558886,1,"31/10/2020 01:19:18","BLIND",9883604,NA,"complete",NA,"5f9cac682e76b61a52ecdab7","computer","Desktop or Laptop","Mac OS 10.14.5","Chrome 86.0.4240.111","1440x900","1440x821","DiagramNoFeedback","AliceDiagramNoFeedback","AliceDiagramNoFeedback",2,"1",2,"Klaar4Sporten","advancementZone","continue_button","48735.3",NA,NA,"",NA,"AliceDiagramNoFeedbackIntoVid"
"5",1604103558891,1,"31/10/2020 01:19:18","BLIND",9883604,NA,"complete",NA,"5f9cac682e76b61a52ecdab7","computer","Desktop or Laptop","Mac OS 10.14.5","Chrome 86.0.4240.111","1440x900","1440x821","DiagramNoFeedback","AliceDiagramNoFeedback","",NA,"END TASK",NA,"","","","179243",NA,NA,"",NA,""
"END OF FILE",NA,NA,"","",NA,NA,"",NA,"","","","","","","","","","",NA,"",NA,"","","","48735.3",NA,NA,"",NA,""
"END OF FILE",NA,NA,"","",NA,NA,"",NA,"","","","","","","","","","",NA,"",NA,"","","","",NA,NA,"",NA,""
