No. Proefpersoon Instructie_Code New_Segment Code
222 P04 (1a) "kFUH Evp 5tH HnKJR 6Lr4 y1ebL VPSpo ng8cB WmYSk LDk zRj4 wvVhc" 6
223 P04 (1a) "8TTs7g p7OW2 CEFcx PvjmFR Dll yfc8b zjRS W7BRO ld4C" 1
224 P04 (1a) "qnmg XF0SrL gTNRb wY1 npqxl UeW d9858L nfAk SOl dVEvB sUCIJf" 7a
225 P04 (1a) "7P7 xtnc Virpv xYqET D9PR AAsPa jmg 2qU6" 7b
226 P04 (1a) "JQJbvy QCx OUbYpD xjqQb celWx GMOj" 15
227 P04 (1a) "aEUZ gy8f8u c87zr 8h9sc8 mmZ4" 13a
228 P04 (1a) "9jAbZG r2BXc0 3bq3 mnag1k 9Ut Je4Qp 9dx2 uRwSk WHhQUL BrKI3 neKMka yZJ kFg QTU rS9" 8a
229 P04 (1a) "Pxczi Th1 4Sa 5GAS mpg VWbT Y18bX" 10a
230 P04 (1a) "FEM0 fyBI PwG xmvAAr JzJZPf Jv8j" 12
231 P04 (1a) "I7WtN J5TgE" 15
232 P04 (1a) "nI9 ED1f KRap s2S jxs1Uu z3Es VJm" 8c
233 P04 (1a) "0573f EzFQ nmxml m7VJPv YrFU 2qhf Uz2O sAujl 6ao p4VLVW 5DK XrhL1R" 13a
234 P04 (1a) "euC 5Uj QWb VEax aXV ANP2 CUbYu7" 8c
235 P04 (1a) "L3jx JvUKrU eN6to gmDf pCrUqU RdrGGP Onia R6l 6p2i34 EIuFY Mmep eB2 8LY B3Cxy" 13a
236 P04 (1a) "efH Aslu 1SAtvf 6JYEQ PdoMm A702w XsnKF" 15
237 P04 (1a) "Chg88 50NHm w5KQ RMn JtU LYIWM ajc6 sjO dMmX nCP" 9
238 P04 (1a) "bH8oDh HonrYE vtt9e6 FlHF fts ehz2Q E4j" 15
239 P04 (1a) "i4V AVeA xAoq zswI G89v8 LU7ua8 roG PP5Vu" 13a
240 P04 (1a) "QyLIih 3Yo6 em6vzE Qy8Wz ZzZEfw Ofj3p Vf5 ccIb" 8c
241 P04 (1b) "qD4 BENV1U a8D3aH yA7 uOi 8bU CkGZR OW4YIv" 13a
242 P04 (1b) "C59CR EHW Q8R 7HRuu" 8a
243 P04 (1b) "Yqn23 Op7w z6lW a1Tv vs3dh 6wE FtPa g8BV 3F0n5 jycke 4kYB ano buV 95ps EGVPxm PDIU" 10a
244 P04 (1b) "8RHb 4i69m hxy 3fZbC GDyh UYAL FEnfIh i79wO Z8I1IU q3up K4o 1J1yz 47l4" 15
245 P04 (1b) "WvNq 7HhCW4 FCQk oht QDlNh SDPwq YuV170 XUce HBsqD mkPs 5rr" 9
246 P04 (1b) "Vagy2 oygd c2Guq3 y0V gtln9 mSHzGO jgahC xfM sxQ56 wzPW smBbD0" 13a
247 P04 (1b) "tc1 OTaIwu 93t 32ekb O8q sF1 EQk 5mYVM" 15
248 P04 (1b) "GiII7 5WG Swa askkZy PpqYAR jHHZzX CjNs iqHrK IBuKCM onBlDF NIC LD7hX Nb3UyN" 8c
249 P04 (1b) "6Qo02U ENgY o5LW arg7Dq Na4RD 1uW u2LTC iltULD" 7a
250 P04 (1b) "KtGrB F7JN mPP MJBIO 7Cu1Z aFRS xJpQ C6l9Y" 7a
251 P04 (1b) "k6G g76z 1bRInz tkm0yP Lpg wvw" 10b
252 P04 (1b) "NcP qH3F H5mF jAOp8 iMcbL gERd WYIno3" 12
253 P04 (1b) "4wiG HeUPJT 7kP Op8 GFUc kHV1 LlVB7 FeX U3W" 13a
254 P04 (1c) "w6sY3 lL2TFT b3Es0z oRh fJx jBXd5 J0mhE 3SALS JfRcy gLHo" 1
255 P04 (1c) "Ciq0V8 srJaSL sZGj0 auOSzl w9LqP WdC 9YsP nCU NnN0 Sa2ZRL mOP" 1
256 P04 (1c) "FZAb XEu CyiB8 8C9s4Z SJh jjhI3f uF7u Akd Uu9 0v3 Hl9 P31bM8 o5GIMD" 8a
257 P04 (1c) "MQdea 2J5 Eu8If uHIR2 dmVc sV4swE" 13a
258 P04 (1c) "gpX cqQ4p GAB ylHGtn IPb o0e2Q SGCO pYt yO4 Jmuyc PTxztQ" 7b
259 P04 (1c) "56R 8swL6s 2vvTdx vmj KViS Uv5 KpoX FaAL hel BAo4" 10b
260 P04 (1c) "EUjM Lbj BiVt9A H1i1 idG4 71QfKw 8PK" 10b
261 P04 (1c) "NrHj U6DU U3dk jm7 xTj g6kr" 13b
262 P04 (1c) "4Ua30 R3jL Ltx XXeFTJ I7Zddl jTO q7AQN" 8c
263 P04 (1c) "LBv8 zHSq qD66 0V3V 2vljT harZ" 8d
264 P04 (1c) "uV8C qWu fi2S OP3jp bvZL" 7a
265 P04 (1c) "mEEw9 Jcdxp C9gF1 4jRfs NfW YwXst1 LeJzy N7yMO 4cKfcQ RaD wLkY mHJ" 13b
266 P04 (1c) "90Lh rlV 8Vz87E dZPa sSZgRH" 9
267 P04 (1c) "p796y 68KM Klcw gVs" 8d
268 P04 (1c) "IGeA OphNS 9sd Of9XG 9MxQvg UBc 3zkcN ZJ4 lSekar ggHv sKo pkuh" 8d
269 P04 (1c) "l9Ss xh6VZP vKdQ1 eZyQ2 2J2Q9W 7OAt n87 B8CF RVnThZ" 8c
270 P04 (1c) "ASF F8CAeC Wwn5Cb awj tw7Ay un12Ph B2xuy mjmM" 3
271 P04 (1c) "xLX jcjxUX 1QNiqV znLnG Cfn0Ew 5mEjU yiEPIS oXMM4D wQxt" 13a
272 P04 (1c) "kpv 9vq eqmMwb DMgF KsgYQ rwlm foW hdlt8 OaI" 7b
273 P04 (1c) "s7Outf 7BRMO FV0f6W aDSPH ZyY clMjHx BEB" 9
274 P04 (2a) "ZvydV 6SV obu IhOzrN YQun23" 15
275 P04 (2a) "mdxBE hzTBkK NFlpo oh8WZ rkL16 oMkt dH7O3 bGK s2yw6 NfchLb ggpkI Ynem 1O2" 13a
276 P04 (2a) "tquk ali wsmNmt 6h8K4 imWp0 h9SCG6 9wu RYXF AcN05b" 10a
277 P04 (2a) "Qnwve S2fR" 12
278 P04 (2a) "ISs 2A5sq oNz sXYU jtb2" 15
279 P04 (2a) "wF9 Iw85 IsB67 juJQ PAHtD HOcs eSZFY1 cGY Quu aIVWF jv8 k9XlT gxu 0aLoiC WRU T0gScR UGHE LRxta" 9
280 P04 (2a) "95E6pB rQK b7Ow3Y LSAl MgcI Uil" 10b
281 P04 (2a) "rtHxf vtlhT zf3FHj mg3N HoQqrZ gKos SC4kt hJbKw mstnl9" 15
282 P04 (2a) "0BXo qZ3y OJCwzp OqIS St1P sLdo Bza" 10a
283 P04 (2a) "T7n ce7IU7 VDl 8vf2C JqHZ8z ZGT8 mwL57" 8d
284 P04 (2b) "AZhEF Gp9Gam sw27 yAiA1 e4jYZ9 ZlHo REt CK9J eSGLU XPjakh 9V9AY 0DVSq Ek0O boDY4" 8a
285 P04 (2b) "wl6UK EduThc" 9
286 P04 (2b) "zzIaR qAMMae i2z5i B4jFo wM3viV gfR1P bT8s pGGi" 8d
287 P04 (2b) "Zhx XWGA Xeg QVpUz hn3aN qpG9 ObOj4q JTMhY 1HQ ZApR tINaQ ZSKq o6bFk Qe3n0 d7faC gXF21" 9
288 P04 (2b) "mzy hWMNRA 8LLbqg OLl zYT7E O7dHca dQV gRn" 13a
289 P04 (2b) "nzrO cNBpR4 uT0 Jns GHx C6w W0oEi2 X1QmOr XhFpT akewq v4hN cL0z55 6sF" 8c
290 P04 (2c) "RUc 5ab qCw Kpq6K FhEzy aepxoJ" 13a
291 P04 (2c) "nGG FEg VxTtE rZ3 AIEnx Q4v3q7" 7b
292 P04 (2c) "7EB WSOf AWEIZ E3ogd t5N DCY" 13a
293 P04 (2c) "KAFZa8 lsq iuZpfp jt3E iQ9Qi Omm ySSE3 1gqBoK s7F" 13a
294 P04 (2c) "r36HL8 QFw G8q mBjnq nrx BSJo tqKyH WlZv mb9 H7Xy 3Q9RC v6Gepm" 15
295 P04 (2c) "nJYt6 MqIWHe mUBn 3EU gkK VxUHB1 PmuNh qI8WQ yTd Jrupu jD9" 7b
296 P05 (1a) "YIm83c 3zL2kC w2B wB4zs A0td" 7b
297 P05 (1a) "Dl9q NfKt J4hb qTD gKO0J S1NYbJ i6sYGY EzRqE LCunv zObG" 13b
298 P05 (1a) "GhaB oPzcV IHI JMEl eVX7 S7JR gP2B bJDr iawoV ih6mJo hyO c3k4uP KwGa Z0Bn b5ICi 3oL" 8d
299 P05 (1a) "HyMx axMm Ro45 HpSKu aJwQ j7P LkYC WbId jCrr5 feIZu pvrue GoSAw" 8a
300 P05 (1a) "OckZ 6k2FQW 4TM vkU JmT4 PWc Twi 9AC q0Dit6 1UkRep KAwOdG nTUbR dcQKR T7w" 10a
301 P05 (1a) "B72s OzxD gSlo CMB0 QaGTgG O9h" 13a
302 P05 (1a) "EK97J YMjE I5F3 n5xf" 9
303 P05 (1a) "3j9Utk WEds4 nLje tl21Xh PTU kHU" 8c
304 P05 (1a) "zFYaa jVZUJk CxUl ZlEe pPLN Gy4sm wA5O4 cfzJ Ro3e 5FNa" 7b
305 P05 (1a) "UbDKZw BzWd GHAm yneuba 2po 2t50wU IR0o5 gA4qA xemaz drQlT rqHe SNGH HSN TyoA bl6 Fq49E" 8a
306 P05 (1a) "mmfpAJ WxiNhG AebwA 0jM8 ykm ZNiLh wb5 FN7tM 3G1 xREP" 9
307 P05 (1a) "6Ak 80gm sYmey 6d4aa PGl dF2qN pTFQCN RmC822 g6dr WTaz2x JQzU zif" 8d
308 P05 (1a) "CIL8c ETdx5t ov8751 DkVr" 5
309 P05 (1a) "6SgK Hp6Y9e" 6
310 P05 (1a) "qMavu FocY PWT akDR AAucjG f21x9Y mKI9xb Zwt" 1
311 P05 (1b) "eBHfxT ms81 75BV6x dJ57GK 27nzS Xil u8Lz9 wERktk b8V oAX jsI TiH5 3gz 2VVL VpdfQZ jWi24l 75X" 10b
312 P05 (1b) "yDYo2 nBIR VIS 5Nxc7O pfMjUs 8WvP yMQU" 8c
313 P05 (1b) "BQxd 3p6 9MaKU2 cPdNoN hH9ZAy VgV pwrJ6H rkUo 2v48a0 fXB 51t GtA KXJ8 vNPxMM e8wO ad31VK" 15
314 P05 (1b) "nHgG FaJ8e6 bVjHFW pY6E rZA1i9" 13b
315 P05 (1b) "THSYDx cBVtS MZmb6h s33h0o 6dBY yAUZ w59Nz ntuwD 7ml" 15
316 P05 (1b) "ZOpo kIN1d DePerd C07 lkuyM eDSc jca" 15
317 P05 (1b) "9gtu 84R imn pXs Vf9z osaME7 HJYVE1 Eyz3 skEQ kxg" 13b
318 P05 (1b) "lfI yci 8fZB uvtagB fqh aQz w42iPl miSW UUs bbrVlE cExWu harChq" 13a
319 P05 (1b) "CT8yb tEDq oDtGO eJAOB JrOjb uO8Hug 5LBj 0KOqwu" 8d
320 P05 (1b) "qfBj Lv4E QkU N2h2 dr8n1" 10a
321 P05 (1b) "D77a 6ful01 BmIpus 0vq8f AGDkU lalcr qLk8 H40 s5RE eMya dwcPhi 4ZgT XOS 6kgmH qKb 8x7aQ" 13b
322 P05 (1b) "rGYyu cPpcF TKo kkg06w f5oIto 3JbwnJ Whc NDpm XOnc SonS M6i nPa XZT0k v72q BBy sxfD QUVos" 15
323 P05 (1b) "ErgHc XiVumn 8A8p B0L kmk RWfa cPD 09lf VR2Y3 44Vxo 4xstV" 8d
324 P05 (1b) "JUwq zBN DFUgxD RU8h fQHp tI0 QtZ v3f pvj8rn G1en BZzv" 13b
325 P05 (1b) "mJ06F QUxqn fiO ZFyN48 QTOd" 8b
326 P05 (1b) "xaXt1 ZQbUi aeVwN qwtqlU 18xj qzKe ryW 3rw5 PMvyN zGiY8 spR KwGFf LjO w0Ov" 11
327 P05 (1b) "pNFOji EGhIT1 9etaU GAnT7Q mH69y WiIPBo GcE YMJjYb 9Gk oAcN19 FSXC" 13a
328 P05 (1b) "a8LdAb qlcnJS W1OGm7 OxK wSvq eR25n8 6i4LMG jFCeyU" 8a
329 P05 (1b) "KUm A1z6s SyvD wEYMtm sBrNo5 Cfg0 jZUK HlUm UZfPP TNr" 7b
330 P05 (1c) "5NVfr d70N8i dFgLU eUtJo 3JSmVb XHKT 2lYF t8mMZ jHJvWb mSw kbtl5S Unu" 12
331 P05 (1c) "Cx8x iDa wEB zNtl3 AVcNRF aIKGd3 ahdrq XtoccQ XUMcbY Yl6BI OWIa aTK prA q9RghW" 9
332 P05 (1c) "LhnSD 1tf zcM2RS JsDLxD NhYj OgO3i2 jSCWh N0s 9ThSSJ 8cMri CmG nIXY H8YM EMk BY6 3dio d2T" 9
333 P05 (1c) "3QjK nVVrIi 42Sg R9JG UW4HbO Lsy cU9 jkX8O" 15
334 P05 (1c) "N6I 6V7 Us6FN JLmKH" 13a
335 P05 (1c) "ljEm D4eda eYyh2w y3Qf 6Ed W5goX oncwe AQK VGucQ0 XAW nPsSF xyn2Tr O7Wg yfGDr" 9
336 P05 (1c) "Fhj6 z3pFvx KDC 1X38 180gu ABFd5a LtC8 qXBE F2pO dG0 2VVv CoLC" 15
337 P05 (1c) "H8v 3WOl IbiG mCL 52G7Mp Gx6 m3ZA 5h3Sa XhMrg8" 8c
338 P05 (1c) "sAp Cjx HXq hI4oXg M0B 1O03 RT1FR nN1KA oqiqHE okd P9vdP dBnuZ5 02I" 13a
339 P05 (1c) "fmi s2wl 3V7y SZ0TP kdz1d yV2V ruhICl AYj3YK Ids89 Ge3Lw YrO8 Gx9" 9
340 P05 (1c) "nIwO v25 mHELYc 0Hp Pj5P WK98Ax 6IE58U fMcYw 0aDa F5K9 bRC" 8c
341 P05 (1c) "Lw41Gf 5ck8PZ 8FQS i6Z 5Lu9o drg2 Xc5 oWfAy0 Gt8A J9yp DWXca i5ol 63Dh" 8d
342 P05 (1c) "Dn1tB BhA EWjU F80u pqu HMwoR vNlg Itc2 BWp zzxCz 2LvG W7Ckk KBK4qQ" 9
343 P05 (1c) "GBcHTQ rb4wwN EX7 HAWY O3CrUi vxhP SKkuH 7u2l4" 13a
344 P05 (1c) "h10 1pE mY9k KnK1 iVuS sBI oaRywY 0y3 gTv PaWD q08in hTNX" 10a
345 P05 (1c) "VZrQS ITdx EChka 50g aey9 KoqDh ixN A3fVh pCLo2z" 8a
346 P05 (1c) "sDtn Y0f9r xwyAP3 T5l7HC Anekb HiuQeG KjB9 Pf2tkG" 15
347 P05 (1c) "eth lzYE13 a3Rs b74 VWWRkC IgcQ xSj Uzk X3XQ Lijx c9E hMH2qo JWIaP 8el5 9zBO0z C9kEA vsx KPJA34" 15
348 P05 (1c) "2LCy CBG QDt SGiY wOnw 9ZtPTY" 13b
349 P05 (1c) "nZpq MxCFB1 AhHje bDqV5a 09np aw7T 5otwEH" 13a
350 P05 (1c) "5k4 ShdLxH GrP TWGkp nMV Lp32T s4B 8hHSEA WGC171 Axe aX3qP oHiqgq lfW" 8d
351 P05 (1c) "57zyy TnmU8l zbC6B ULQ tmDkX3 zpBPl" 12
352 P05 (1c) "rbwp0a zEx PIQm12 G2y 2Oa1r CBae PNTnmP" 8c
353 P05 (1c) "Msy JIx D6Rbx FGEBg a37C4K" 3
354 P05 (1c) "SyK3 mH0 FvP IfQbm oRQMF oBnT w30UWv KCLV GB56O JODR99 VA1Q TzlXmc 5S579 yemi" 10a
355 P05 (1c) "EMTeD HZ4 tQ21 ni7idE XeyR 9Np 0mQMgU 4Z2A3 kVFrsZ Ugt9 JakHij 0qdYw VxsVk nPOMeq" 8a
356 P05 (1c) "x5JIni irEy CP04 Y51Vy pLJM8X anf aAFj Sc8e5x 2palMT" 8d
357 P05 (1c) "hxQX X5hZCH 16ZGgg FLn ixeqwS WaAcs HGmtDl 189ag X0Q0 iyQI 80T VCdA TDs07 il2" 13a
358 P05 (1c) "8f9J 6xi2o0 lIc3g VhE6L 07t9Z Hpd veC" 1
359 P05 (1c) "q3XcO ywnf 33ap0 BzjuZ9 yYxYU agNE6 oIzfC azxhe" 3
360 P05 (2a) "fe6SB ESxY Y3L qPmc ouoy Ac26W HDdo FT16 Bil" 8d
361 P05 (2a) "3DKL UdsIA CZEp CokBs shd Zo7g Zc1 1Zyl 77Xfry vlXI6 fBew j9U Mjrr FACWK DLXtVQ 31QDu" 13a
362 P05 (2a) "Vso m2yZ 3UvP6 56D drs1UI eTC TtwhCU Nw8y qq6Y T2L j9po fikG3 7CF" 13a
363 P05 (2a) "ZH3y gTdR0" 13a
364 P05 (2a) "PThNl VdCmz T1NGg yeZUR Ybhqj" 15
365 P05 (2a) "fYYd5 lt4mN Fos IcZb fNGx qtWwE" 13a
366 P05 (2b) "B8WXKx 263IX byfee0 05u ImLwrI SZJ1q VAq43E WR6F MHx XTHXsT 0gN hDwghg MGlR bNubR FVT2hH XMT" 3
367 P05 (2b) "uh5 ZEPU6 eh6P7 rAm KJwO8T ER7V ZsvlR9 w5w cFwwT BUT 4pt SU2b N4ANkt BlYMs WfX qZW wSy" 7b
368 P05 (2b) "1w0zK K8s9J bZYpQ jS4nC5 p2LKRm rdh m8v 1Cyv zhN7 aYQWC" 15
369 P05 (2b) "eeP02 x34Pt c7R YXGT AkZF ntF bq8tP" 8b
370 P05 (2b) "7rrBZ pz4FCx JIC gTzC mUX Dvh" 10a
371 P05 (2b) "PC1 sivd BhoUp 5uiD ascc6p" 10a
372 P05 (2c) "5OQUah mdWVbR Wme2L KjDbrd LM9 xyb1 mD48 fme gdfjL7" 7a
373 P05 (2c) "lRxt D8nw5 NP1qb Dn6W pKSG zTRKq" 15
374 P05 (2c) "LUKLCv lPpuu 8bjngI lgXi uH5Qy j9pj5 Xf1z 9hl" 15
375 P05 (2c) "tkW 6A9 AT1 cOpoS p1Dr3 jy9o 4oYJ" 13a
376 P05 (2c) "MtaF 26Q5 y5g5" 10b
377 P05 (2c) "wG9z ata2oi rzVaRX DDGa VPXd8r jKN yo7E yvs79 cBtK wVsb7I IJcHg gO8zi We9QZf" 13a
378 P05 (2c) "LOLZld 8tgZU 5CrJ6I pt7EwW UWLL euuG LnX BzUc TEvtdz 7ZJnx BF0" 13a
379 P06 (1a) "bN9T LqnP MJk V7Ibkv ni9Ax FMj" 7b
380 P06 (1a) "aKlsy cyjP qhAD 73IU ngf" 10a
381 P06 (1a) "C3lN9b GpNE 9ji mtEUj cB3 bro4MB Ah2v 8Xl 6mqLQ Cg1i0" 7b
382 P06 (1a) "z3Oj tC6 3Z7 bo8s ANxM" 13a
383 P06 (1a) "AobQ oOocr JZs4CS X6Tl wTYe FGvU" 3
384 P06 (1a) "Gn8aM9 mlF7" 3
385 P06 (1a) "NsnDU3 PusC KPAD6Q BZGg5 wEVoeD CwJr M8Sff0 yWoA BnYm VrAz" 9
386 P06 (1a) cPaO 10a
387 P06 (1a) "RqAQ 3kztW yLBa3L mmYHw tj7 ntS WqEcAK wuAUHk pu3xy VkO" 10a
388 P06 (1a) "nffRl 7Ij F7lQ ib8N 0t5bqt zev flRn t5H bPMI sDJ cs66Qo yRx tmei Gg7EI8" 13b
389 P06 (1a) "7Rv FJQLk 2qvx jhwMa Mzu ON1ez P3Dscu 5jSuq lPGC uPd uTs JR4 bQO RdfnU WRgPJY oR5r MYrL5t 3dO 2piSJu MHbHM GapPV 7HqlZ ZzAKqj 7AQT" 15
390 P06 (1a) "bAO EowzD SdKc XA4 9eSq XHvN but4 qkxBJG" 13a
391 P06 (1a) "KxF KRp XZX uJ03V 0HG5r HcIZG higQDc" 15
392 P06 (1a) "W6oN7 zXEKz dwFK 9geCh hiqpky P4dv 7VTv TU6 mn6NfJ oYNpl Sooxs FIQKa 5Q6pB" 13a
393 P06 (1b) "Gy5gT SGpR dlj WZH1g QnU eQMQ" 13a
394 P06 (1b) "jP7 qjT MJAbF itOVDK dw1ixV Epv lAyq mm7A4 oPOXn SNL8O zfTZZl 8cS igGZ sRBP INPGU lHslw TRh2 qvPJxZ sIITn" 13a
395 P06 (1b) "NXBHh5 KObv LM3 3zcG eItN xBFO ddJ5 O9t57 cOC" 9
396 P06 (1b) "a86rx 4gFME 0hfBq 97dn Jpg jZbB JmCZDk k8wpf2" 11
397 P06 (1b) "FNYCRg 7Dbn8 Qum6 XzOFhf kFSZA FWJ TmAt OBv" 13a
398 P06 (1b) "kcU oqH7J mC2oi KerNzw ycg AiKsF KJ0 mlFs" 8c
399 P06 (1b) "mTN2d rxeF ENS MSY DzoX5R 3EpcVp" 9
400 P06 (1b) "HSgp AeLdEq d8Apm gqKlh0 QBr Nwg JmPw ai0VK reaF FhBRI n3c" 6
401 P06 (1b) "yYnUU VYC3 ULLp p6g R83D0 DCxc NO0v9 wrR9Is qzCm" 12
402 P06 (1b) "Nd4s gB7Y OUaQqQ yG8U5N eIKL1g" 12
403 P06 (1b) "SLow4E qYh H1u69 BDtVc UQOMJ kjL" 10b
404 P06 (1b) "kpqr fw1f9 2gYoSo ce2 tcDlZ" 8d
405 P06 (1b) "IdZpA 1cf2SL T5uI sSoW 8juU mqJq XjC2 rmAg" 13a
406 P06 (1b) "SkBOAv n45D RbdbR 7p5uy 29nzG Gbadu" 8d
407 P06 (1b) "BL1h3 q9zjr 6LpIHf sp1L 2us PIWlQ KZt2 tLIy qdcu BpW 5WFvl 1IMO" 9
408 P06 (1b) "FGvtr pL7 X4b nfmKkU Yr76O DpO5S gQH78i F9QRJ T1onU6 vd9es QZWb0" 10a
409 P06 (1b) "3tSTj7 PPn UOE35a gUBPg LeDq A18Bxu TrMtb IKvZ ZcQ6 KkabID nJ5 9jkl 6O9l k0Q 9JoyP" 10b
410 P06 (1b) "LSJd y2L nL9Q bmSst 6l5T zsF0u Y9pEa" 13a
411 P06 (1b) "vI1m4U D3aZ fuXf e1jrD VX9X qKDpsE DRCrVH vK5Mv3 sU1 N4dL 6YDeRI Pyvu BOQzAz oZT sXf" 10b
412 P06 (1b) "bnUIM r0Ic" 15
413 P06 (1b) "a1O HZTB nzvIdN Ku2c ToeKz CG4eV" 7a
414 P06 (1b) "YURt u6iUXb ktiExd PZCRvw" 8c
415 P06 (1b) "27tF lmaXnb" 8b
416 P06 (1b) "Cwxgs brNWS tHa W2MOHs 8GRp6k jq8 uvu 8Z1iY CA3ny rfkLN 6SWlAj" 13a
417 P06 (1b) "Qi7nj faS qQRH 632w vVyBmJ t39I tkE UMchaP yRuwBz Wlu WyZ" 15
418 P06 (1c) "fzm Udc FcPF iBA8C LVmVhQ T5PbZ xZj2LP MaIqi UFUfdd sFWS R2a5od t8nJ J0x tlPdpB" 15
419 P06 (1c) "Bsx BL1w LCO QRbP tNM syNXH" 13a
420 P06 (1c) "YcOp B8M N5d XPP piDwUA 4yP vST 3IEuP hFYw 2YLfT" 8b
421 P06 (1c) "c4D TpCQ OKBIQ aD2c mTijK IDmx7 GRSek sZhL LSb Uqxy OCXM QY2pfq QL872 ZEv6 c5Y2 0TZQLm" 8d
422 P06 (1c) "5og7Cq EC3f mqahv bjvQnk mUi5Zc" 10a
423 P06 (1c) "uPIal JIN7 QPWmSp 6vt" 13a
424 P06 (1c) "iSQ QrqXr mMAEoo PLbGiT V5ub DO1g3 BHgbWz 0Oelfk NVO8Pt g9jv" 13a
425 P06 (1c) "KZLCoX s9N1fE DKs 8kMn 3XtL4x cbNgP Nk2cp" 8c
426 P06 (1c) "rhej bout4 qzArRj Ru4 eZx Pi16 PpIhO 5AL" 8c
427 P06 (1c) "rrzz t6mPM0 hZdHc ktzda rJxC Y9HL yY8sw SDxc jKpotr KhjPy akN nSfXl R7c i2MSZ GQhGy9 gSwu gNs YnfogM l3N" 7b
428 P06 (1c) "2n4G xsc AK4br7 cTc9D x4M p5f 03Ng" 9
429 P06 (1c) "KVAF 3vde mxf1c 8h2j W6A3Mb 7zyz2x 6ec vHla K6xl pqt fCfXe whCqGF 6ZBBa OHPcd rTz Bdi9 KpJmL Iq6f 7bh" 8a
430 P06 (1c) "feWG VTd7 k6kURU zSUe4x M65" 13a
431 P06 (1c) "wbriQH F45 6PN4CY 3xEgi UKqDF 60B nO0Or zYzs AdfDf L0Vfs wxkJ 2oKDO BULjTD" 13a
432 P06 (1c) "4b6A ASmOq QzA8 B1M90 wWOYRr VmAE LVtLi4" 8c
433 P06 (1c) "uGnb6 Bjd ds4 5Ec xHk eIdfEi v8Ktqq bDz09 2ke8qG" 15
434 P06 (1c) "xyogs1 Fpn LjSOih d0qA xdYT mvsFrV h2CVAH xjH bubO 117uba" 8b
435 P06 (1c) "T1SF 36X9ra n51E4 tBm 5zP pDAUug LTp1DO XTjm FELXHC hHoEj" 10b
436 P06 (1c) "RAxC4 Zpr5 jz1zCM 1ayogs 0lD27 kVclT HIstsm teLm1 XnCP" 13a
437 P06 (1c) "qUKiMN COeW DgC2x mBIT3r lWbH FsGfYZ d9kr j1mC Q3e1B3 cbY bRK" 8d
438 P06 (1c) "5McDL yric PQKpa yLiJ4e 9c7NZ Vrox odqJ PuHs" 10b
439 P06 (1c) "ES5vuV l8b qngx0 NkR9n 1Tf6 fVeE ago chJknR PpC7" 15
440 P06 (1c) "6vyIm E7fD ckRk 2JceV Pg4nZ xNnt 6LcdHn PpsawH 3TYQlM 5QQ OmNrz5 k6Pf gWPW yldVN R1W jh0TJ" 8c
441 P06 (1c) "sh6 Z4p e00Kpk xmtNj sFBb HBF1n9 oluAS bW2RC AAk IqYP NS0fw oVw hAKeE JLkoxt c4q sMM zhjx6z sVJXB oix" 7a
442 P06 (1c) "JNpNc7 Liquf5 rfXBHV uqnezu CvMeE sXN Z8vR5 8H9A YrF3UG wX6 6Ly2dJ HbCbW TvZ ZEg7TL" 11
443 P06 (1c) "duU XMG5y 6NiEe 9uTpRZ lYC QKw9O MphIix 4oyl QzRobG" 15
444 P06 (2a) "pW8 VOTHq KNSud Fyqa fq5c ua0s6 A7e m1w HxjD lxNL 2tP" 13a
445 P06 (2a) "BQ0 qU5 KOl 7Vn gR2" 8a
446 P06 (2a) "qaZp24 KpoGDV mUiY gbxyUX efAD yAc9Dq cwmvV xMzog LgjKuQ 1RYU 7Tzvj 5MGALN 4SH 5s8AEx" 15
447 P06 (2a) "7VEJ BiRo4 C4k G1j l4vDi 9gZtNV E4i4 JPMT JMpv xPr7Zz UfY ZyJwf MEhi7C 86dvRS X5R2 7PAt90" 10b
448 P06 (2a) "bF71 FXx zTX V9soG OXgUa" 9
449 P06 (2a) "lOFkoa Q64BQ TzH cl6yM IjMk S0Kn JPf7p" 1
450 P06 (2a) "Fc09eF een2xM Azt MTWJP rGr lT4 D6QJ" 1
451 P06 (2a) "UbZ AO2 Ggj5 oByJD 1pc4YJ e394s" 10a
452 P06 (2a) "2cQ Mva eIns 8SV2Wy 8K3qr" 8d
453 P06 (2a) "lpN LH1JL 5LEgqv nvv" 10a
454 P06 (2a) "sIw us7Rg gXuwf 5nVc LjP8m" 5
455 P06 (2a) "1xg UCIocU zEN 082 nEdmo T4m AHDq qPDZf W263 ZDM8N DH4dAZ qvh4su 4DPw4" 10a
456 P06 (2a) "0el QOo5O W22 PREfg pRRZqo Hs18Yr cgzFfB HiS XITI tcyxVu SRZ7uj jZVN" 13b
457 P06 (2b) "SNV cIyU EmpdQk EzY1B 5IKq3 p6IQJG vHSzu VHm po8 p1UyM" 8c
458 P06 (2b) "AU382o AFR lLPPx bHDMl 5nmrOS vZlr7 AGH TwQ aeoZbE dwa eqkSAx 4Ng n6IhZ YOfV B5jU UTf tmf GjxR4q" 10a
459 P06 (2b) "e4wgx rANCp qwv2Bu uYb7v rVu Nz7U" 8a
460 P06 (2b) "1YW2D Y9d wepznC KLa9RU rFl PQH IGq tUGlv ATuka vE84P oUc WYn h58F J5z a0KQ T2d2He PWtuj A7a6 V3N9j9 PyCr WjjW cosTk F7Ege vgQYQR whMtGY qL4J c7y JbI5L mnfP" 5
