Proefpersoon Instructie_Code Segmenten_Sophia Perspective_Sophia Perspective_Jael Segmenten_Jael
Transcript_P06 2a "57S5 dpy cPmJpD Sik6c iOfkv ey5vl 2xXm1 3iviD 8Mbk7 vEkr pXL XUtT28 mML BTBnK4" y y "57S5 dpy cPmJpD Sik6c iOfkv ey5vl 2xXm1 3iviD 8Mbk7 vEkr pXL XUtT28 mML BTBnK4"
Transcript_P06 2a "Emq CQ2 XZ0D7S 7akTEE RIqH HyBDY IBxzL NSly Vv60sI cZdm0l G9JeZ LyV46 Fw7I xl9 aOSx8 ogc UZ3Fm r8xd B79 QK8iE DXnm lMjDn Jdp" y y "Emq CQ2 XZ0D7S 7akTEE RIqH HyBDY IBxzL NSly Vv60sI cZdm0l G9JeZ LyV46 Fw7I xl9 aOSx8 ogc UZ3Fm r8xd B79 QK8iE DXnm lMjDn Jdp"
Transcript_P06 2a "Fkv Ebi 4MyX hqAGWa h9gE Hb8 pey QypnWb LXyNcn PTeI1Z xPZ 0t9S ldL0I bG0I" y y "Fkv Ebi 4MyX hqAGWa h9gE Hb8 pey QypnWb LXyNcn PTeI1Z xPZ 0t9S ldL0I bG0I"
Transcript_P06 2a "rfaJ9 R26msN Yw4PG pPN2E8 DPs aHYaq7 ur4H GGK vyD WJpb Q6a ScvecA RSRs" y y "rfaJ9 R26msN Yw4PG pPN2E8 DPs aHYaq7 ur4H GGK vyD WJpb Q6a ScvecA RSRs"
Transcript_P06 2a "z5lM 9j1hS xKm XmJ5j qGfD u6vLD X7RJK pxh Lbjh 6HjHH Bdq3" y y "z5lM 9j1hS xKm XmJ5j qGfD u6vLD X7RJK pxh Lbjh 6HjHH Bdq3"
Transcript_P06 2a "qOT Fsg1 uDDq JQiN8 Y2Q nxS3 INUA VyEBL oQt" y y "qOT Fsg1 uDDq JQiN8 Y2Q nxS3 INUA VyEBL oQt"
Transcript_P06 2a "RXuBwz 3R3dSk Hgxw vqD 6YbuZ" y y "RXuBwz 3R3dSk Hgxw vqD 6YbuZ"
Transcript_P06 2a "rFofdX OqbES DOMQX 8oO5Ai jvl l3am o5zn NOOtX JW2y REfx" y y "rFofdX OqbES DOMQX 8oO5Ai jvl l3am o5zn NOOtX JW2y REfx"
Transcript_P06 2a "RWc8jH S4trF zrV1Z wHYn3 dyA 0Bl00 d9h uju nqdPs gQMW XREN HlC" y y "RWc8jH S4trF zrV1Z wHYn3 dyA 0Bl00 d9h uju nqdPs gQMW XREN HlC"
Transcript_P06 2a "PF9 bxInbA Kt0EO mnQEZ cP2 2fPhr KROo 2OP idhsF XxV ctN k393 5yp8aE X0gXzy HBt o8U U01Mdn" n n "VbE2PR xh1tD eDwo k8gJp Arrk IXPJ Aq4n4 MAAr69 sVIWP Szxw1 JRp 7tfP twq6HG"
Transcript_P06 2a "w7ks Ww4Nc5 C83 cgH3E iKmP8b ln6gVY 3GDdJO WF1 TDT ElC F91H3 slI1n sDMpNz eZ6byV 6E6F weQIMo P7z8E" y y "w7ks Ww4Nc5 C83 cgH3E iKmP8b ln6gVY 3GDdJO WF1 TDT ElC F91H3 slI1n sDMpNz eZ6byV 6E6F weQIMo P7z8E"
Transcript_P06 2a NA fill-up-for-keeping-same-rows n "jWaDw QDumO dUo N2x4 rHHdD 3ePdT"
Transcript_P06 2b "luvOMF Ma1Jr kg9R iHk Z9lDf6 VZKV21 YOoU" y y "luvOMF Ma1Jr kg9R iHk Z9lDf6 VZKV21 YOoU"
Transcript_P06 2b NA fill-up-for-keeping-same-rows n "NFPAA 9Dgc itrsUF rO5F4i rhAdP TLx ghwCwF P2x Iq4yU I2Y JgBnpM Kb25 vFhr bGH27 kiC m3jv G9Y VmnH3g"
Transcript_P06 2b "ChWIOX xXXx FrKuu Xb2Fja 6bn xbo 8sYq9 6Feqz KCveyl" y y "ChWIOX xXXx FrKuu Xb2Fja 6bn xbo 8sYq9 6Feqz KCveyl"
Transcript_P06 2b "nkBE ndG rebiFM 6yZ43 0FBeQL eEkarb qG5 ZQHA 2cIDo" y y "nkBE ndG rebiFM 6yZ43 0FBeQL eEkarb qG5 ZQHA 2cIDo"
Transcript_P06 2b "TYK tAy00l wH0pFz 4UCC pbLJY l49sov ZgJXj VXZw2a l2y cNOGOK zzA2 JkAs6 fDqR 9P78RF tM7M 9Vs HSAr xXYmb NZRCp uVySR S3XF" y y "TYK tAy00l wH0pFz 4UCC pbLJY l49sov ZgJXj VXZw2a l2y cNOGOK zzA2 JkAs6 fDqR 9P78RF tM7M 9Vs HSAr xXYmb NZRCp uVySR S3XF"
Transcript_P06 2b "EIgU kWOhIJ 0XXy UXiNr Umoeg9 Zyv84o gNVI Ampqer UtO5 y0ssr N2SBUh YEbj W7t" y y "EIgU kWOhIJ 0XXy UXiNr Umoeg9 Zyv84o gNVI Ampqer UtO5 y0ssr N2SBUh YEbj W7t"
Transcript_P06 2b "6zXBYR 60OjEW jmICx WHah bPv qaFH6c FNj kDy3z aJp2q KVQx Aop2 9Zb5vF XsloX TIhE Gtg" n n "qkHsJV zaP4dC 3HzYJ IqqEV h0lS0 hap"
Transcript_P06 2b "9X2wve aZIdh mcKTxU rMOr7 WLZ3E fsj MRZ kPZ ILhyB5 YpRYy QmgQzG mb5 1N4IER dTqkC AoE tnoCe RwV ljPA ruAj cGtdi" n n "iHXRY autE9A Ujnf8e 91Q scwB kJdht wsO fTEl A7Z 0liOE FSEGrX yN7 w7u a1mWeo usl294"
Transcript_P06 2b "jz2T KBH1 7jv Y8t8n" y y "jz2T KBH1 7jv Y8t8n"
Transcript_P06 2c "2jHIy7 t3qXqF hz5p ZfgpSG uU9i GHJ V0f6y" y y "2jHIy7 t3qXqF hz5p ZfgpSG uU9i GHJ V0f6y"
Transcript_P06 2c "gHW Qbq wBeS ES2 2846AI zDnb jFWsc" y y "gHW Qbq wBeS ES2 2846AI zDnb jFWsc"
Transcript_P06 2c "vfsh3 YcBr3 0bo 5tH6Rw 3fyCEo 7lFXkC YUP 8tCo15 boTAs d1E N8EKgC fOlbN NDLVJ" y y "vfsh3 YcBr3 0bo 5tH6Rw 3fyCEo 7lFXkC YUP 8tCo15 boTAs d1E N8EKgC fOlbN NDLVJ"
Transcript_P06 2c "0nTHBD B18g PIRY NYiAT IfLYH taRn IFhJ ZBGGvC gycC DNob2I sc09t" y y "0nTHBD B18g PIRY NYiAT IfLYH taRn IFhJ ZBGGvC gycC DNob2I sc09t"
Transcript_P06 2c "CBaOZ eMad 3xjr tI6tQP 57C 6TR xlEQX vdsQKn J4BL" y y "CBaOZ eMad 3xjr tI6tQP 57C 6TR xlEQX vdsQKn J4BL"
Transcript_P06 2c NA fill-up-for-keeping-same-rows n "rnZ thGXo 1z83Kk 6dBzD gOrN yRJ lWN RdCU YIMyU u4zd3h zxQ 9JJ WHBG bgwDe"
Transcript_P06 2c "mOFNuh KPgWbt mwdBrh xWL6Zi Ae8 FAaR2u PkTu a2qCL" y y "mOFNuh KPgWbt mwdBrh xWL6Zi Ae8 FAaR2u PkTu a2qCL"
Transcript_P08 1a "e9nDZ mhw hbZbU yiZ nRMK 0V0tZ clD ez0 EBwB jw1Kx 1s3K6 ThkHmb CO1jJ6 HyH oLE L8Ui2D YtF DHSa5h fhxEq X11 1PEpr" y y "e9nDZ mhw hbZbU yiZ nRMK 0V0tZ clD ez0 EBwB jw1Kx 1s3K6 ThkHmb CO1jJ6 HyH oLE L8Ui2D YtF DHSa5h fhxEq X11 1PEpr"
Transcript_P08 1a "0HCRn O5h jRI cJ2F4 ZnFab Ilf lq1TW fmcx zqXDGD UGiAa RsoPPC 3k0 fzZz er0g MkF J7S TthJa jR8a d9VG4 3cdg" y y "0HCRn O5h jRI cJ2F4 ZnFab Ilf lq1TW fmcx zqXDGD UGiAa RsoPPC 3k0 fzZz er0g MkF J7S TthJa jR8a d9VG4 3cdg"
Transcript_P08 1a "peP Cwq P7zd 54j P9Gwx f7aD zaaUhE X7c kSBv NQw iIu 1sQfcx qbnCXo griwI" y y "peP Cwq P7zd 54j P9Gwx f7aD zaaUhE X7c kSBv NQw iIu 1sQfcx qbnCXo griwI"
Transcript_P08 1a "UJq BpVLN hOeclr qxy QbYhG6 vXFeCR bkmY qYqW3 fEBd" y y "UJq BpVLN hOeclr qxy QbYhG6 vXFeCR bkmY qYqW3 fEBd"
Transcript_P08 1a "e2iyM SIMF V1e mCKLIj 62mw6 hKH ZbNf" y y "e2iyM SIMF V1e mCKLIj 62mw6 hKH ZbNf"
Transcript_P08 1a "IhYm 7M6gI sRsS3Q Nmafh wl6UYR khkwma S3gHWk yhlA LcC JuJL2f KVUt" y y "IhYm 7M6gI sRsS3Q Nmafh wl6UYR khkwma S3gHWk yhlA LcC JuJL2f KVUt"
Transcript_P08 1a "JXU SToZV l364U Ghg MENT ZNfC gN8ft t7hKQv vtEFKR hUqTQ tGsz nuV AR4wa5 sMNE" y y "JXU SToZV l364U Ghg MENT ZNfC gN8ft t7hKQv vtEFKR hUqTQ tGsz nuV AR4wa5 sMNE"
Transcript_P08 1a "viw ISA CV4Woz 6z0nYz QGuYD Nrb Z0a495 IZ4lvS FEkCP" n n "U9PH wshs epFJ 5QeCm Ax5z TzR gTcNG ynX Rgukg pVJNSL XVHNn Loi 6il NbyF2e"
Transcript_P08 1a "eZi1 Frks gWAJ1 GLO esYDdv L6xkST HCY3A xsdO YVzy3 zOaOr IZz GYoC Zea42 Lv9" y y "eZi1 Frks gWAJ1 GLO esYDdv L6xkST HCY3A xsdO YVzy3 zOaOr IZz GYoC Zea42 Lv9"
Transcript_P08 1a "nc6hk JAEOT WMKEgy GTFXK TsC0 j5B6I jXf C1b q0hXo 4TgT3k RfO a9nN c16" y y "nc6hk JAEOT WMKEgy GTFXK TsC0 j5B6I jXf C1b q0hXo 4TgT3k RfO a9nN c16"
Transcript_P08 1b "hBk48 7fmgn QogGx n9K 9fNc luRbCj yATM" y y "hBk48 7fmgn QogGx n9K 9fNc luRbCj yATM"
Transcript_P08 1b "DbyH fhmI w2m0X Hn9r JON 5mDB Hj3G D2CWSM TWe eS3TR2 uOzQG" n n "wGLM5f 04A3D Y8k9 MhWW dNlDf"
Transcript_P08 1b "LC16g q6P 4sM Ihry FgmvRc 9id Gcp00d ztETGI xcN BMm05O Y0D1q AOz yVJ Yhqc zuBgwL sse0 97U kLX WrnGmZ ebkHo8 ZrK W7P22 loD" y y "LC16g q6P 4sM Ihry FgmvRc 9id Gcp00d ztETGI xcN BMm05O Y0D1q AOz yVJ Yhqc zuBgwL sse0 97U kLX WrnGmZ ebkHo8 ZrK W7P22 loD"
Transcript_P08 1b NA fill-up-for-keeping-same-rows n "Iq8x Th1ai1 TRg CW37 ASX0"
Transcript_P08 1b "n6l 1lY hVku TOUV 7mJv4o LAKd12 QpiN9P Q3mw4h wpWyN 0Vi nlz h2jF MXmA" y y "n6l 1lY hVku TOUV 7mJv4o LAKd12 QpiN9P Q3mw4h wpWyN 0Vi nlz h2jF MXmA"
Transcript_P08 1b "bgaS ZOz o6p I2g6Z vEUA qzo m4YU KbeCA" y y "bgaS ZOz o6p I2g6Z vEUA qzo m4YU KbeCA"
Transcript_P08 1b "AlJxpL NFq6O EoZc 6t0b7d 8ax6z 7E57z" y y "AlJxpL NFq6O EoZc 6t0b7d 8ax6z 7E57z"
Transcript_P08 1b "bp9 PfJ Pn6 Rf4 6bHD dbXuBS zNbI LaYblL 2o0Oei" y y "bp9 PfJ Pn6 Rf4 6bHD dbXuBS zNbI LaYblL 2o0Oei"
Transcript_P08 1b "Z3trKS 5LnD QqkBx ldh RRdKSu NVKzrI Ccb7Om" y y "Z3trKS 5LnD QqkBx ldh RRdKSu NVKzrI Ccb7Om"
Transcript_P08 1b "E8Vx oQB h6jars EEJg n4mv M3RqG" y y "E8Vx oQB h6jars EEJg n4mv M3RqG"
Transcript_P08 1b NA fill-up-for-keeping-same-rows n "ocU4c 0MnL0 Ep9keq FET9Z E1IZJc 2KYhzH fvfmJ PeL AG3mw0 iov6 jmYzUw"
Transcript_P08 1b "ZHn9 Y27m XwzR 7Cj K5iq hzl gXJ ptzHR a03e YntEDm" y y "ZHn9 Y27m XwzR 7Cj K5iq hzl gXJ ptzHR a03e YntEDm"
Transcript_P08 1c NA fill-up-for-keeping-same-rows n "Q5YGw COZX8 9E9 YH85r r83 FjEDL"
Transcript_P08 1c "iFu xuf xlHcO0 w8B Lvm RhQm hPI9hh LmyDc3 47d l1Ix pspY 3Pf I28h x1wtb" y y "iFu xuf xlHcO0 w8B Lvm RhQm hPI9hh LmyDc3 47d l1Ix pspY 3Pf I28h x1wtb"
Transcript_P08 1c "VzXOyU wAPjrt XxYBT fj0P eCIA Dqztr 9Qt dS4X p9K34 3q6sO6 JKXdf p7jtx vCNic gewTe MP1eUv XHeOrC qTYySW" y y "VzXOyU wAPjrt XxYBT fj0P eCIA Dqztr 9Qt dS4X p9K34 3q6sO6 JKXdf p7jtx vCNic gewTe MP1eUv XHeOrC qTYySW"
Transcript_P08 1c "Ykx 5jvKLr PQA 3xDpC T2BL uV89 gD8oKW 8uc" y y "Ykx 5jvKLr PQA 3xDpC T2BL uV89 gD8oKW 8uc"
Transcript_P08 1c "yAqqa1 vHYW aQUB 9HV73 uIMEM eUbZ QcbI5C P0oq fGC Tri BCI jEVZ4W kzCd OGK1 XBO00 useb07 kCv j9Blz Rpf zZoAlQ G6soao wIV" n n "x3QV x4BdGc zIBac yujKP VuyL 3XMiD9 7y1eOp 1X1 GSDPPN"
Transcript_P08 1c "2lXg9c S6pm uC2 PONTq 0FH pU5ER JB1MEk Jtp3f fcZwk hQB yxcumV Pdwei xVEH" n n "cYQRZ xpRo q2EYG9 yVb HsYIh smC MFLzS8 gym EPF8 nyH9GA 3DC U0Z2X DBrGaE iIDzx HRwzD eX3"
Transcript_P08 1c "tzT MkZ 4GKPa apA0OR VR7Sbu fAN" y y "tzT MkZ 4GKPa apA0OR VR7Sbu fAN"
Transcript_P08 2a "MLpd u1WM qcxVZV HDC FlS8 jG1r CjT FFJp lES 8tsC6 AHq lbWd5N 7mO PluH5 zQRf9 aGzv" y y "MLpd u1WM qcxVZV HDC FlS8 jG1r CjT FFJp lES 8tsC6 AHq lbWd5N 7mO PluH5 zQRf9 aGzv"
Transcript_P08 2a "Dmtt0 ZajS 6MjxCb V2qH q3qE T5ti OROS kGY" y y "Dmtt0 ZajS 6MjxCb V2qH q3qE T5ti OROS kGY"
Transcript_P08 2a "X1YZzY DNsw1N TIH3UP sW4ITe KnMMi Am8y3 XOhp 1NIy0q ZuZjZ5 H4YF H9rQ4 8KGUA GNG y7RH 7U2aI" y y "X1YZzY DNsw1N TIH3UP sW4ITe KnMMi Am8y3 XOhp 1NIy0q ZuZjZ5 H4YF H9rQ4 8KGUA GNG y7RH 7U2aI"
Transcript_P08 2a NA fill-up-for-keeping-same-rows n "f9E D4Ub AAXqr cVEMwp qpf bP6C7t Xu5"
Transcript_P08 2a "Xix3S lMUm6M mGW Fzo qxaoCW ad1 iv2BXi PSmS nDAJ hzdm8w" y y "Xix3S lMUm6M mGW Fzo qxaoCW ad1 iv2BXi PSmS nDAJ hzdm8w"
Transcript_P08 2b "QygD sMeTF nqSsjM a4S4L F89ri M0t HEUB 0y9JZ uysdx" y y "QygD sMeTF nqSsjM a4S4L F89ri M0t HEUB 0y9JZ uysdx"
Transcript_P08 2b "ySXUv dDhv tuOp YaS QzD FXaJ kdbUah H9HBu 4LT" y y "ySXUv dDhv tuOp YaS QzD FXaJ kdbUah H9HBu 4LT"
Transcript_P08 2b NA fill-up-for-keeping-same-rows n "cRwlsB mtjz lyW RdrSh 26K96 7gcQ YDoZ XyE4A fs86 fnc6E 5Rygpk"
Transcript_P08 2b NA fill-up-for-keeping-same-rows n "BciN SJy8 hzs UxsW nSnN ITq4 tcaLuY"
Transcript_P08 2b "HXUd Rcm1i K0GQL OWi83 gJuaSz 891K woqiY GvVF7m eYB KEPPpa Ao8 L5roXx" y y "HXUd Rcm1i K0GQL OWi83 gJuaSz 891K woqiY GvVF7m eYB KEPPpa Ao8 L5roXx"
Transcript_P08 2b "vOLRo0 Z3Pxj anLP JhjE TPR dEu" y y "vOLRo0 Z3Pxj anLP JhjE TPR dEu"
Transcript_P08 2c "AmAj 0oS t75OM rmeGJy AE2ob uc2" y y "AmAj 0oS t75OM rmeGJy AE2ob uc2"
Transcript_P08 2c "MHg Dmq xkr 7r7cJs TaEWXD F12H5 uD1 DDSw kdEx 5dbh mVjPb MeIXW tkhL LVkH2 DEF Dnix OzQQ 9VlYq O0w" y y "MHg Dmq xkr 7r7cJs TaEWXD F12H5 uD1 DDSw kdEx 5dbh mVjPb MeIXW tkhL LVkH2 DEF Dnix OzQQ 9VlYq O0w"
Transcript_P08 2c "JRZIQS UaT 8sL6 klmXl Goc DEX g5X zorokj J60 grb8l2 oN0M v0Ld ayDKc wpn V9Q3 6bSV8s" y y "JRZIQS UaT 8sL6 klmXl Goc DEX g5X zorokj J60 grb8l2 oN0M v0Ld ayDKc wpn V9Q3 6bSV8s"
Transcript_P14 1a "EJY7hI TT9oP rTc 8iqskh XoQL IwQMfw ROj4J gphQ XLhwb 1zD tGHJi 6VF 1zz4c" y y "EJY7hI TT9oP rTc 8iqskh XoQL IwQMfw ROj4J gphQ XLhwb 1zD tGHJi 6VF 1zz4c"
Transcript_P14 1a "JsVa cmVL k3jMtB qxFfnV RcDf IQW6ix zFx1 4zizb CeI2Z0 KtS t8r4A8 fwMkW" y y "JsVa cmVL k3jMtB qxFfnV RcDf IQW6ix zFx1 4zizb CeI2Z0 KtS t8r4A8 fwMkW"
Transcript_P14 1a "LQh h0dL mRKc mXdTpJ YuKh euYlL pziiQS pHGyM eLZ" y y "LQh h0dL mRKc mXdTpJ YuKh euYlL pziiQS pHGyM eLZ"
Transcript_P14 1a "Er3l 991zuD Acfu8N SAZ SmSq 8p3Fd9 WLA9W vuDH9O AtIJLX" y y "Er3l 991zuD Acfu8N SAZ SmSq 8p3Fd9 WLA9W vuDH9O AtIJLX"
Transcript_P14 1a NA fill-up-for-keeping-same-rows n "j8D3 Tof1L c9d0cr TTRA bMFH 2od"
Transcript_P14 1a "6Id 7E4KuJ GzSvi 7RHh t1RUn F3cGoM wZkb AcY 1Ysywv Uyb hpfRv Nk58 EOXOva" y y "6Id 7E4KuJ GzSvi 7RHh t1RUn F3cGoM wZkb AcY 1Ysywv Uyb hpfRv Nk58 EOXOva"
Transcript_P14 1a "Lho 3zHYt6 aYoNE iHxbV8 B8q oXiG xk3B rfn3bh iJGO VWhD P0owRo sYpcSk 9OfC drb fqm Kiv zyWM L2aSM eWkuew 9Pr6J rGwwrA QQjo Dkup ueZ gTq nQm thlRU4 T3TO J4T" y y "Lho 3zHYt6 aYoNE iHxbV8 B8q oXiG xk3B rfn3bh iJGO VWhD P0owRo sYpcSk 9OfC drb fqm Kiv zyWM L2aSM eWkuew 9Pr6J rGwwrA QQjo Dkup ueZ gTq nQm thlRU4 T3TO J4T"
Transcript_P14 1b "Spa63a Zkf3 TVUJ8 cvpMGq Fr54d JFaAA GwlZG8 JSS w0zKc gZkDf 3gS LE7" y y "Spa63a Zkf3 TVUJ8 cvpMGq Fr54d JFaAA GwlZG8 JSS w0zKc gZkDf 3gS LE7"
Transcript_P14 1b NA fill-up-for-keeping-same-rows n "zUDziw zyDJ 9Z4Dg VfAjHS uDsdp 7Blusf Kytw7i Cg94 P7OgV 3aBNS tNKy c0AJB etNF"
Transcript_P14 1b NA fill-up-for-keeping-same-rows n "86w8Pj ghf WqGS8 vHFn zKiE Ip6a"
Transcript_P14 1b "ecFGk G9w 0oD3Fu MCO vdBj" y y "ecFGk G9w 0oD3Fu MCO vdBj"
Transcript_P14 1b NA fill-up-for-keeping-same-rows n "B78 U0LB 5jF XO3aD Rsj0 894Nc UEZOtv"
Transcript_P14 1b "HUg Uih8 HIq t6p b02h" y y "HUg Uih8 HIq t6p b02h"
Transcript_P14 1c "v7u Uxp8 d7hy ycs X7Kn veR oalQ IG3b gKU MtC 81x VfWbRB tQU0u vKPme0" y y "v7u Uxp8 d7hy ycs X7Kn veR oalQ IG3b gKU MtC 81x VfWbRB tQU0u vKPme0"
Transcript_P14 1c "3uXW Pwf L0x kIph1f YClY9r NAxk a1m 9ZqX Tkr" y y "3uXW Pwf L0x kIph1f YClY9r NAxk a1m 9ZqX Tkr"
Transcript_P14 1c "qhMcQ smuMAJ tgJ8 y0GZ5Z vQQ1C1 8vv DJB x1fr HIT oKf BGez Zem eYQfGz Dgk0h" y y "qhMcQ smuMAJ tgJ8 y0GZ5Z vQQ1C1 8vv DJB x1fr HIT oKf BGez Zem eYQfGz Dgk0h"
Transcript_P14 1c "Qm0 IHfx eYG64G M9n O3YA rAN tfcAm ehVs eFLuf0 RbPWF m2ML KVJfuI" y y "Qm0 IHfx eYG64G M9n O3YA rAN tfcAm ehVs eFLuf0 RbPWF m2ML KVJfuI"
Transcript_P14 1c "zErL0 IEpmc Pb9 HlC VQyP 81Ynrq W6g2X" y y "zErL0 IEpmc Pb9 HlC VQyP 81Ynrq W6g2X"
Transcript_P14 2a "uFO VcLsV4 lveg K2rX AQwdR FDG5 hJlmQ8 SUjm OvI1" y y "uFO VcLsV4 lveg K2rX AQwdR FDG5 hJlmQ8 SUjm OvI1"
Transcript_P14 2a "E78N5 x6KP s8RT lGnHx e4sP RlmK uiq6Ym SgDi Ff3S" y y "E78N5 x6KP s8RT lGnHx e4sP RlmK uiq6Ym SgDi Ff3S"
Transcript_P14 2a "wWn klh7a oWU4EW p1QiP t4MfD EEV wJM6 Acq PlGIy vHVBja eDuJ fLm sQn 2XM hBA4N 3TCKtp 1LIq" y y "wWn klh7a oWU4EW p1QiP t4MfD EEV wJM6 Acq PlGIy vHVBja eDuJ fLm sQn 2XM hBA4N 3TCKtp 1LIq"
Transcript_P14 2a "wLYd18 lzCAs 33texO MrrY bJEq uCmiUR EO3eX qmc1cY" y y "wLYd18 lzCAs 33texO MrrY bJEq uCmiUR EO3eX qmc1cY"
Transcript_P14 2a "twV NCc sOWq xF3vK whX4 79VAg WyUM ceE9Yv jkppe Nro KspX7E YThpzw" n n "7fhuC1 hHAV cQChc xU6 BwAY9 eVp h5o vq3aE Bs0 AbLS4f B0f8dR neO2 UtW Tt83I smnpT HWnQ dBxTz7 pYBd oLXY SLl HkQ alOT22 uRG Ycw W5GCO"
Transcript_P14 2b "LABL dfyst dqyB ph3aa 73i kVX6D8 wKDlo hAkYC 4Y0" y y "LABL dfyst dqyB ph3aa 73i kVX6D8 wKDlo hAkYC 4Y0"
Transcript_P14 2b "HHPe xDkjp5 j3V8 vt4VU 71YGb nlEx ufUY3 iVrF2K ItWp ZBEgFf vvdYkU" y y "HHPe xDkjp5 j3V8 vt4VU 71YGb nlEx ufUY3 iVrF2K ItWp ZBEgFf vvdYkU"
Transcript_P14 2b "1CME 3qft zW9H vWOf Mbdedl EwA1 9PT" y y "1CME 3qft zW9H vWOf Mbdedl EwA1 9PT"
Transcript_P14 2b "ydmvzQ KwU7 IxWO FPh TAI z0p4o A4mZbp GBy TIyd Utpi SyuOvk I75qh eCtA 1Yseqv sQK6 n6t Aa9V7L 6ll yUR n8PBP kAyp" n n "9mDZFu W7JSn1 IqqPv g0wo XhOJmi 8Drpf LeqYp cb0Q msn60 Ypb7YF Evh Rs5Rc"
Transcript_P14 2b "Z4NnDr QBa3 Rya 5W7A 8l4O 1QJCQ 64Gql BiX99G 2CNyn apGYc xWZT" y y "Z4NnDr QBa3 Rya 5W7A 8l4O 1QJCQ 64Gql BiX99G 2CNyn apGYc xWZT"
Transcript_P14 2b "JakOs HZVfO xjn 8Bmu PpfwM aUMcm GPHKxb TDV HB4T 77L1 54hn JwAm n30 BhstP" y y "JakOs HZVfO xjn 8Bmu PpfwM aUMcm GPHKxb TDV HB4T 77L1 54hn JwAm n30 BhstP"
Transcript_P14 2c "Oy28 Z6YV W2we5 sz88Fn PRt0di RGB BtqO2" y y "Oy28 Z6YV W2we5 sz88Fn PRt0di RGB BtqO2"
Transcript_P14 2c "oN0U J6gmZ KA1 3Z2emp GbQFyH 7oH9 BZiY 7aGb YOH0T 19yE 718L9K RoNE 3wN2X 90r vqJXpV" y y "oN0U J6gmZ KA1 3Z2emp GbQFyH 7oH9 BZiY 7aGb YOH0T 19yE 718L9K RoNE 3wN2X 90r vqJXpV"
Transcript_P14 2c "237z1x 4pg Cow3 pvS5 syPJ2J taU 4kTgvJ" y y "237z1x 4pg Cow3 pvS5 syPJ2J taU 4kTgvJ"
Transcript_P14 2c "GXV V4dAB t7tS vAc qPx 5vX Qth Ixr bUrW GrDv9 XmE" y y "GXV V4dAB t7tS vAc qPx 5vX Qth Ixr bUrW GrDv9 XmE"
Transcript_P14 2c "uVK 8w2qwx B0yj52 0Zeu9 TgY YWsXDx 30rY p4n 8kDeG EkhV g420F 6PWY 3tLr5 ACwU q7dXpj YdcQr8" y y "uVK 8w2qwx B0yj52 0Zeu9 TgY YWsXDx 30rY p4n 8kDeG EkhV g420F 6PWY 3tLr5 ACwU q7dXpj YdcQr8"
Transcript_P15 1a "LWIL Kyb Ya8l QbFr pQTa1 eJW gEb b1n5" y y "LWIL Kyb Ya8l QbFr pQTa1 eJW gEb b1n5"
Transcript_P15 1a "toZqZ mzpwc gHMfM o83M TLL uaf WcU2w OaC 7BrS2r KwgfL" y y "toZqZ mzpwc gHMfM o83M TLL uaf WcU2w OaC 7BrS2r KwgfL"
Transcript_P15 1a "KcszI4 CfBo Y3D xb5 zOPEI3 hYCSm 3whZ Byen2K xO2lL" y y "KcszI4 CfBo Y3D xb5 zOPEI3 hYCSm 3whZ Byen2K xO2lL"
Transcript_P15 1a "prl 2bFj GvwHH ZMoJl Mshj 1seXB 7sp mo4tJ Gn9G Clunf lpS UYGC F6PdMN 0XKO DPukN XWT32 va57" y y "prl 2bFj GvwHH ZMoJl Mshj 1seXB 7sp mo4tJ Gn9G Clunf lpS UYGC F6PdMN 0XKO DPukN XWT32 va57"
Transcript_P15 1a "V2Pi EdfS DCjRU j3gp cDcG CiJB snqnbl ExA61 jzQ ZbHVXU uKW wcqDS a5EQS" y y "V2Pi EdfS DCjRU j3gp cDcG CiJB snqnbl ExA61 jzQ ZbHVXU uKW wcqDS a5EQS"
Transcript_P15 1a "gPYHO 0Oa jTtQ w35u ayZRg wwI ENs oRN 6zJ2 8RBX 7qphje 22nr7K 4sNmq Vci" y y "gPYHO 0Oa jTtQ w35u ayZRg wwI ENs oRN 6zJ2 8RBX 7qphje 22nr7K 4sNmq Vci"
Transcript_P15 1a "b6Uqt4 pb3jaB utbpHu 4wP FkWd6 WOa0 iX9O eBZW4 jrNy bXF BZjT G0JOCU vXSg" y y "b6Uqt4 pb3jaB utbpHu 4wP FkWd6 WOa0 iX9O eBZW4 jrNy bXF BZjT G0JOCU vXSg"
Transcript_P15 1a "oBx 2e4 xgY6G tdLa JvIt ZzaM CD9Pc m4rnO e3i" y y "oBx 2e4 xgY6G tdLa JvIt ZzaM CD9Pc m4rnO e3i"
Transcript_P15 1a "w7AWD Vg81 cru9 uWmRxB UUxE Y0NR rIY OrFEFE PdR 2wXJ" y y "w7AWD Vg81 cru9 uWmRxB UUxE Y0NR rIY OrFEFE PdR 2wXJ"
Transcript_P15 1a "OhaE XCgmyO ul0 PdXc Y33 Q1z ZecV" y y "OhaE XCgmyO ul0 PdXc Y33 Q1z ZecV"
Transcript_P15 1a "JUSRfY AZdW 6YAIv WAB6b 1pv1L vsn Wx3 QqtZ sDiL WpeVh1 Xfo3M qgMfP" y y "JUSRfY AZdW 6YAIv WAB6b 1pv1L vsn Wx3 QqtZ sDiL WpeVh1 Xfo3M qgMfP"
