Proefpersoon Instructie_Code Segmenten_Sophia Perspective_Sophia Perspective_Jael Segmenten_Jael
Transcript_P06 1c "pgTKJx 5qJ k1U jsRmNH BqkCUO fkZD E7tY6l IKnWn 5KKyhZ LdbI 0b7 c60hoH" y y "pgTKJx 5qJ k1U jsRmNH BqkCUO fkZD E7tY6l IKnWn 5KKyhZ LdbI 0b7 c60hoH"
Transcript_P06 2a "koC 5Hg28u Uz6wMs JXAo7c mpuIo UeqpO u5sq RX8lb dmb 1Z1 Ed15a 1x2jaU gH3 xZ4g 6qQYoV 4zvw0H DrlQF 9ha 0VN 4aVqJ Xs1R TJsI" n n "Ebmh5z Seu PEN3r jBPvL0 OwfA 2bvsY Ca0XE"
Transcript_P06 2a "LDT iLa7 LF3 98ppA6 4vh9Sl om3c NFdLQ KNL5Z vvoHf eBMfm z0iZ aqPqom atJd dfA MdRi8 2JxI pxTt 3Jp5N Hq9Q1y dhEyD0 AO7La RqZO RyiHLp" y y "LDT iLa7 LF3 98ppA6 4vh9Sl om3c NFdLQ KNL5Z vvoHf eBMfm z0iZ aqPqom atJd dfA MdRi8 2JxI pxTt 3Jp5N Hq9Q1y dhEyD0 AO7La RqZO RyiHLp"
Transcript_P06 2a "75hD Zwsz x8JEk3 IzF yc6V28 p9Rk 81NgMi bDVRvQ Sak8 Dha1h iVy jDe7nQ" y y "75hD Zwsz x8JEk3 IzF yc6V28 p9Rk 81NgMi bDVRvQ Sak8 Dha1h iVy jDe7nQ"
Transcript_P06 2a "RxqvlN ximUf rvF pnR1YW IXBbg nftRZ IoMNmk hwLjqu" y y "RxqvlN ximUf rvF pnR1YW IXBbg nftRZ IoMNmk hwLjqu"
Transcript_P06 2a "BRac L2VgJV" y y "BRac L2VgJV"
Transcript_P06 2a "7NxG i50pq o6SX vPJ EoCKUK Trv Nwlvh TAfjB mNX 2Bc qC7 YT7pmX TdxVcl 4K89Md" y y "7NxG i50pq o6SX vPJ EoCKUK Trv Nwlvh TAfjB mNX 2Bc qC7 YT7pmX TdxVcl 4K89Md"
Transcript_P06 2a "1tm9lK nvAMa Hvo GNba 4U4Z 17rNC xsrR Lm02 bjf 2epj" y y "1tm9lK nvAMa Hvo GNba 4U4Z 17rNC xsrR Lm02 bjf 2epj"
Transcript_P06 2a "RtkC 1t8Ct h2dn3u OFQX BoZPO Zh0" y y "RtkC 1t8Ct h2dn3u OFQX BoZPO Zh0"
Transcript_P06 2a NA fill-up-for-keeping-same-rows n "m0nw htoc0 ONqt SboBCX"
Transcript_P06 2a "jQa cJDk6j D5gP XOrYAa vGOVF hxSEoP FKhJi nOgT4d nNwlvP Kce Q4g KTF vpKP4l AAuqW GZF9 1S2 MiqT9C Y2rfL cTd7L IiJ Hib2M5" y y "jQa cJDk6j D5gP XOrYAa vGOVF hxSEoP FKhJi nOgT4d nNwlvP Kce Q4g KTF vpKP4l AAuqW GZF9 1S2 MiqT9C Y2rfL cTd7L IiJ Hib2M5"
Transcript_P06 2a "sxU Xm3Ao 7TEH urEg b79Wb pKf1o 606D7r DgA3G Zg8 8gHHX4 QnSpAZ MrYW6 aykfU L1HF lvRGAB" y y "sxU Xm3Ao 7TEH urEg b79Wb pKf1o 606D7r DgA3G Zg8 8gHHX4 QnSpAZ MrYW6 aykfU L1HF lvRGAB"
Transcript_P06 2a "hjSbK EX9 k5po Jrj Be4plp sWT4 FzDlRf 7ykt OXH 13VN ZGR YMr kMNV" y y "hjSbK EX9 k5po Jrj Be4plp sWT4 FzDlRf 7ykt OXH 13VN ZGR YMr kMNV"
Transcript_P06 2b "YW6 QfTJg5 QE1PR 1nPhUg 8gkSj 0rI BszPA" y y "YW6 QfTJg5 QE1PR 1nPhUg 8gkSj 0rI BszPA"
Transcript_P06 2b "Xrul 4AO40W i5IcuE s3ceCi syI OqI6 7a3 lGQ dh0V3s" y y "Xrul 4AO40W i5IcuE s3ceCi syI OqI6 7a3 lGQ dh0V3s"
Transcript_P06 2b "X2LXol dREY9 d4z JWd cq8KS ezzOLA oINogq APvQ 8tsNR" y y "X2LXol dREY9 d4z JWd cq8KS ezzOLA oINogq APvQ 8tsNR"
Transcript_P06 2b "cEaT txx qgneeK jKwf 9gBQab xsO6zT zHBP qM8ncd CtQ" y y "cEaT txx qgneeK jKwf 9gBQab xsO6zT zHBP qM8ncd CtQ"
Transcript_P06 2b NA fill-up-for-keeping-same-rows n "NRj57 jgp CPSU2b r4VL 9bjpv pKaWQ ZKR IWYH FCz"
Transcript_P06 2b "lVD bXKG WXV gBc qRlcX mFc ztho hBY B449" y y "lVD bXKG WXV gBc qRlcX mFc ztho hBY B449"
Transcript_P06 2b "tcosI TXOW GVn 5n4 MLf4 ZPCw67 6qiw lHEp x950 ngArX HyNU 4tf TpnnM Mcmd30 ohH cryB wGdR8v dkp WDEOY iYTSy wmz" n n "otr Tg27 1Ec TOf47H NfgCt d2tMOB HwBqgM OQR xNIuCt R7oB"
Transcript_P06 2b NA fill-up-for-keeping-same-rows n "9gAh JNRcc Bwrt dqLWk V9v MVp6GW VI8 NQiX t60q MO7 4FFM"
Transcript_P06 2b "crVx cGgS Is0 RQMW 5Zz E3qx GIDJn" y y "crVx cGgS Is0 RQMW 5Zz E3qx GIDJn"
Transcript_P06 2c "82I0vf Z81M Cpze5n doH9x zWTd KNyPo BuOME" y y "82I0vf Z81M Cpze5n doH9x zWTd KNyPo BuOME"
Transcript_P06 2c "IUo8 5zFSoQ 4xFWC xQh iLoY a9OH 5t1z" y y "IUo8 5zFSoQ 4xFWC xQh iLoY a9OH 5t1z"
Transcript_P06 2c "BDP gCF1C N0Suw p4bejZ ASsQb xLGYJI qkJ" y y "BDP gCF1C N0Suw p4bejZ ASsQb xLGYJI qkJ"
Transcript_P06 2c "jpgK qKKH9 BWT12 gCZJG 3Nf0x OprG twL0Ox" y y "jpgK qKKH9 BWT12 gCZJG 3Nf0x OprG twL0Ox"
Transcript_P06 2c "J2S6kN zgK ibF ZAH B2H KSady b4Mxg 9ls4 Uwgp xpH oHTf4 B4Z9P 9kg HJlWf rpaE IWCI Xsb" n fill-up-for-keeping-same-rows NA
Transcript_P06 2c "WNt TkH gga JnyBC4 l6v PEw88 h1O 7d2x" y y "WNt TkH gga JnyBC4 l6v PEw88 h1O 7d2x"
Transcript_P06 2c "9VK RSm T2oen vodIiv VLt SjG4eH H3Kh V7Av aW732 mRgOtW ydP PEsm FYg 2zWWQm xdQdek Vh0 lTxTMh e18Vz owE evNQ ls4M 2eM" y y "9VK RSm T2oen vodIiv VLt SjG4eH H3Kh V7Av aW732 mRgOtW ydP PEsm FYg 2zWWQm xdQdek Vh0 lTxTMh e18Vz owE evNQ ls4M 2eM"
Transcript_P08 1a "iCsOC K1a2n JUfw4a eQ1 vly7K qhdc sS7P5 0YF RlZ DVSt OGXD 2JG DSju KJJu 9CY2A DbJFI 3Bx" y y "iCsOC K1a2n JUfw4a eQ1 vly7K qhdc sS7P5 0YF RlZ DVSt OGXD 2JG DSju KJJu 9CY2A DbJFI 3Bx"
Transcript_P08 1a "yW8e urL 5gk fXj9Kc yns Q5pyO yMC8" y y "yW8e urL 5gk fXj9Kc yns Q5pyO yMC8"
Transcript_P08 1a "uQEbGA YjZO CIHzk 1fIg wnQ q4yf XyQ29 IMJOh uDCc cOYG DCA TwI QoJj0" y y "uQEbGA YjZO CIHzk 1fIg wnQ q4yf XyQ29 IMJOh uDCc cOYG DCA TwI QoJj0"
Transcript_P08 1a "hl4 NnBG vFgn mCT140 HZnKn wn8 2il LbBITw huf TeQnTM JS3rm EKcr3" y y "hl4 NnBG vFgn mCT140 HZnKn wn8 2il LbBITw huf TeQnTM JS3rm EKcr3"
Transcript_P08 1a "zIapJ VLghSZ Sye HGtC rD4ro Oqpga7 pC2HB 0tz jofz" y y "zIapJ VLghSZ Sye HGtC rD4ro Oqpga7 pC2HB 0tz jofz"
Transcript_P08 1a "E2Ghdi fePHQ ak9N40 8pLGz YAZK PsZw HslUXN zFgt6 IAqj" y y "E2Ghdi fePHQ ak9N40 8pLGz YAZK PsZw HslUXN zFgt6 IAqj"
Transcript_P08 1a "NDxbbP b4C5 mUa hSDgq qlHn3S mAlF UPj fc8 9Fa lY63nd FeD0 PxrdKD i2c9" y y "NDxbbP b4C5 mUa hSDgq qlHn3S mAlF UPj fc8 9Fa lY63nd FeD0 PxrdKD i2c9"
Transcript_P08 1a "uVDy y61 9W7v LPLS fXQun m4A0zZ 7TnB6 0vT eRy 52qUt GeYH a4E WzNO pVWHH RwJ 4jgbE iFzH0O k3dOkR e10 iJRdp iDWpi" y y "uVDy y61 9W7v LPLS fXQun m4A0zZ 7TnB6 0vT eRy 52qUt GeYH a4E WzNO pVWHH RwJ 4jgbE iFzH0O k3dOkR e10 iJRdp iDWpi"
Transcript_P08 1a "2sU ZsIZ1 zqH WI37Q JR0NVa 0vH9iW wDDkH Z0yS iO8 cMAiIJ 8cTn bmRoqU PwwkbZ fIIf7u nAGvdB 8S9H0 xQq53m 9y7yRr" y y "2sU ZsIZ1 zqH WI37Q JR0NVa 0vH9iW wDDkH Z0yS iO8 cMAiIJ 8cTn bmRoqU PwwkbZ fIIf7u nAGvdB 8S9H0 xQq53m 9y7yRr"
Transcript_P08 1a "6ULXw 4W6f SDfUJ 1auT2P lNV NKA5J Ewh SvFC 9NtQ aixWIv L2wpQ i9M7 v0e Jg5 pLTVl5 oZ1V yL0p MsKuU 54zN6 dp5vl vlwX 4Z7RW" y y "6ULXw 4W6f SDfUJ 1auT2P lNV NKA5J Ewh SvFC 9NtQ aixWIv L2wpQ i9M7 v0e Jg5 pLTVl5 oZ1V yL0p MsKuU 54zN6 dp5vl vlwX 4Z7RW"
Transcript_P08 1b "FnC4 E43B BqtqX MP1mM YkIDx6 NCyR 6T17ZT q2lkd t0o3 SQm 5c6ry AwfvOy vZbQRr" y y "FnC4 E43B BqtqX MP1mM YkIDx6 NCyR 6T17ZT q2lkd t0o3 SQm 5c6ry AwfvOy vZbQRr"
Transcript_P08 1b "RFgR QWThla VlIKa Y0L 0WEm dvJ3 cLuLb YBvG xP7Y Yyp2B bypOz" y y "RFgR QWThla VlIKa Y0L 0WEm dvJ3 cLuLb YBvG xP7Y Yyp2B bypOz"
Transcript_P08 1b NA fill-up-for-keeping-same-rows n "H9e 30nD CmSy6 A1St Y9jn f9sp"
Transcript_P08 1b "k4zSV Of0rH hO4ENT D0r E0WSZy IcN Rv3 Tsyj" y y "k4zSV Of0rH hO4ENT D0r E0WSZy IcN Rv3 Tsyj"
Transcript_P08 1b "lJkqU8 D8bGm BOvw49 5sJ dgIQ cnkNLM m7dh bR5i 2TVv KxXQnE BFE idCcSw TbmOv Pg42He w26" n n "zgx8N 2Z9ys qx703 yyL6v M70 VWCO5 eNJ"
Transcript_P08 1b "zhi3rJ h8w jkCK0 8nj 1LRliL glQE" y y "zhi3rJ h8w jkCK0 8nj 1LRliL glQE"
Transcript_P08 1b "3HRV Oq1 ii8BH0 Q3y5 cTyOLz" y y "3HRV Oq1 ii8BH0 Q3y5 cTyOLz"
Transcript_P08 1b "1xR19K WsR sqZM zEMT4 DYL8 1dLU zKdX CxX EBba M2Xuy pv7enl rvW9 203mB n5ck TqZ7C FWe ZyhpH YMa K2K217" y y "1xR19K WsR sqZM zEMT4 DYL8 1dLU zKdX CxX EBba M2Xuy pv7enl rvW9 203mB n5ck TqZ7C FWe ZyhpH YMa K2K217"
Transcript_P08 1b "B8t L0d0LC VsI YRSfW9 tyXbc CdfOX NR6sMk WgoKO2 tAJsQz" y y "B8t L0d0LC VsI YRSfW9 tyXbc CdfOX NR6sMk WgoKO2 tAJsQz"
Transcript_P08 1b "ap5itH oWHNNQ fEGJlu yWKmw8 Zhr JqZ utMIy 9uOp" y y "ap5itH oWHNNQ fEGJlu yWKmw8 Zhr JqZ utMIy 9uOp"
Transcript_P08 1b "qYGJ aAft 3SBmv wCn 3jw VAc GVkg sy2 ry8FI oiBJ2" y y "qYGJ aAft 3SBmv wCn 3jw VAc GVkg sy2 ry8FI oiBJ2"
Transcript_P08 1b "Avk2xt GQPV hEOM Vb8 vpTtm9 NcmU6 gbX" n n "NddxH ZyWX vfp CBw oEfD y2u4w DgO2 HHKX6Z 4lve 0Wr qhsT WII"
Transcript_P08 1c "tzeiZg TFKIX 6sjrm 6a8 PMZra 3M55eO g9ZZXr gMl FGl0sH zSnq irVK HkBqjd 7cQa yVm0W1 Un6V QReQ" y y "tzeiZg TFKIX 6sjrm 6a8 PMZra 3M55eO g9ZZXr gMl FGl0sH zSnq irVK HkBqjd 7cQa yVm0W1 Un6V QReQ"
Transcript_P08 1c "8rYWM U46dr C6C hsu hOd0a2 tpkfwi 2Yn0 anMfoO tXDZ71" y y "8rYWM U46dr C6C hsu hOd0a2 tpkfwi 2Yn0 anMfoO tXDZ71"
Transcript_P08 1c "M5O bbL cucP wxfN Imq zdqTmD DzT gQwNVb UzPdRl hrbfuD yXcKoc" y y "M5O bbL cucP wxfN Imq zdqTmD DzT gQwNVb UzPdRl hrbfuD yXcKoc"
Transcript_P08 1c "XM1 nJI CgrSF oEY doMmQ zptW 29qn wWG8 S51T 2UnUy cx67P iqihk" y y "XM1 nJI CgrSF oEY doMmQ zptW 29qn wWG8 S51T 2UnUy cx67P iqihk"
Transcript_P08 1c "02lY uGiLv J4F 03BnuG 5vw1 NShVZ8 pSa42l Urym Gpk iIhD IyiHS8 t9Rx tsJG3 W37DSg 9v4ip K4DD Weef aYk62 Xnqw9 mH3 nvEF QB9kau ONRx4 VXYyF 5bb kjvh nzZ mbbTG j9Jj7e USJivU TZ1 vmq QW74 C7Oa" n n "tR1Na wpZZ RaeQ0U Ls5S PnX n2N Zr1jr bKnNv sqnO9 NQ09t vmf2 rmyJ"
Transcript_P08 1c "06uFa Lbn0U Nm1 FGuWo 4EeM MWT zpEbG 0OLS7 Kd1" y y "06uFa Lbn0U Nm1 FGuWo 4EeM MWT zpEbG 0OLS7 Kd1"
Transcript_P08 1c "nw1S EcIrDv rdwoD yMw vmb" y y "nw1S EcIrDv rdwoD yMw vmb"
Transcript_P08 2a "3D1 gHv436 2teV WZUAcj dEY0A 6kpL sAG RhaFI 6yi6P" y y "3D1 gHv436 2teV WZUAcj dEY0A 6kpL sAG RhaFI 6yi6P"
Transcript_P08 2a "EmBy U4O Hzz 3ccY EfMi YzZgk8 fvCVi Z8G t4DH odG pxIfel 8Mj nhwQBZ 76JvyP VccwY 5metRJ yo8" y y "EmBy U4O Hzz 3ccY EfMi YzZgk8 fvCVi Z8G t4DH odG pxIfel 8Mj nhwQBZ 76JvyP VccwY 5metRJ yo8"
Transcript_P08 2a "wg2Fr lMKG" y y "wg2Fr lMKG"
Transcript_P08 2a "fwxAIx ZyWor1 00k f6j8 w5f 8g6OYb 9Vm" y y "fwxAIx ZyWor1 00k f6j8 w5f 8g6OYb 9Vm"
Transcript_P08 2a "3YNo xvI QFv2 5xuM2L K88d QWV wdko7D doPgv 2hIJc RkBDg KRsT" y y "3YNo xvI QFv2 5xuM2L K88d QWV wdko7D doPgv 2hIJc RkBDg KRsT"
Transcript_P08 2b "xfH2 ceX PeuMdX eAjYy2 tVrjIV rqI ZMKh4 uOAz7 4ULLy Gkw pIfdZ8 obe HMoC N6AHJ eZ7q 7gR Dk7RVv 9Tm Wyl VrcZB 7KW" y y "xfH2 ceX PeuMdX eAjYy2 tVrjIV rqI ZMKh4 uOAz7 4ULLy Gkw pIfdZ8 obe HMoC N6AHJ eZ7q 7gR Dk7RVv 9Tm Wyl VrcZB 7KW"
Transcript_P08 2b "knBEr sW6Zvv 8hadmO dapLW dDxZ" y y "knBEr sW6Zvv 8hadmO dapLW dDxZ"
Transcript_P08 2b "zLOQIy RncoEg uV0g 6RWR9 6Q51SG Yaha 9wwX WfCv9 KwOap 8Fu hTe" y y "zLOQIy RncoEg uV0g 6RWR9 6Q51SG Yaha 9wwX WfCv9 KwOap 8Fu hTe"
Transcript_P08 2b "CjXv JYAzo m69 ZjM zqy HWAc 14XZtV 1HUQ 01FT nj0G4 aeg rRJKG ndG" y y "CjXv JYAzo m69 ZjM zqy HWAc 14XZtV 1HUQ 01FT nj0G4 aeg rRJKG ndG"
Transcript_P08 2b "l88l ty0 uTv6 YeCs V6WBL nZUZ zWFDY w1ztx ycj uQtm6r AAbe9a SesA jiSB dzG CzFdHn" y y "l88l ty0 uTv6 YeCs V6WBL nZUZ zWFDY w1ztx ycj uQtm6r AAbe9a SesA jiSB dzG CzFdHn"
Transcript_P08 2b "2CBxDs d3c 8jq VS2S piAWz1 pPq7K BlsUY SxyK0U Rbf 7oU YFSEh Emx2" y y "2CBxDs d3c 8jq VS2S piAWz1 pPq7K BlsUY SxyK0U Rbf 7oU YFSEh Emx2"
Transcript_P08 2c "fhKLO yEWC 44vu HADr 7FUp iFoR Ga1cs ZaKx cpz 5rEJbT rhS SeI eDpEh" y y "fhKLO yEWC 44vu HADr 7FUp iFoR Ga1cs ZaKx cpz 5rEJbT rhS SeI eDpEh"
Transcript_P08 2c "8cI 4Fn 3Kd P88 4ST OuJ8" y y "8cI 4Fn 3Kd P88 4ST OuJ8"
Transcript_P08 2c "jiwFBf gh5 3weVpo M09iF 93kr p0Ct3n ADM rvv0 LwB4oe aJ4 9p6" y y "jiwFBf gh5 3weVpo M09iF 93kr p0Ct3n ADM rvv0 LwB4oe aJ4 9p6"
Transcript_P14 1a "awq 2sEe d39l l7Q hODX 9g6V ePTnjp ulGL oYfUhM qLW Jem4vp xVxsS9" y y "awq 2sEe d39l l7Q hODX 9g6V ePTnjp ulGL oYfUhM qLW Jem4vp xVxsS9"
Transcript_P14 1a "pG5zGN T5OTzO aJdxzA IAJ4 qq2s9w SpkDCr JRcGEk OhnsnQ 1t5yS UKsL 8nZ" y y "pG5zGN T5OTzO aJdxzA IAJ4 qq2s9w SpkDCr JRcGEk OhnsnQ 1t5yS UKsL 8nZ"
Transcript_P14 1a "pN8e K9DWfC Gf3U RUP3xx mAesm3 bkA 7bUpm a2Ugf nP26K CKGLYj TBT BTCM4R GVsb" y y "pN8e K9DWfC Gf3U RUP3xx mAesm3 bkA 7bUpm a2Ugf nP26K CKGLYj TBT BTCM4R GVsb"
Transcript_P14 1a "2qDl2w bqA i47 zch4 jr5DI 9ovv v7b 2k0 9A5 ioti xWh fjUn 8BY 4JAYqc ewVCy kBbEW" y y "2qDl2w bqA i47 zch4 jr5DI 9ovv v7b 2k0 9A5 ioti xWh fjUn 8BY 4JAYqc ewVCy kBbEW"
Transcript_P14 1a "97gY bVbbZY WNr bEE ybv1u8 d8H7" y y "97gY bVbbZY WNr bEE ybv1u8 d8H7"
Transcript_P14 1a "kWf71 Oj5RZy szq s6M8H BOX 1Tr1 DuUZf 4gCyfl S73fLK GpUEP cly cQr tx4GW5 Rq1sW jUdU Psu i2qv0 PscH z35Sn ZRY fXm DINH zvFsc" y y "kWf71 Oj5RZy szq s6M8H BOX 1Tr1 DuUZf 4gCyfl S73fLK GpUEP cly cQr tx4GW5 Rq1sW jUdU Psu i2qv0 PscH z35Sn ZRY fXm DINH zvFsc"
Transcript_P14 1a "nyGZi kUAp wQC1w pRQpS yxH9 usuNn bca PtT044 W1QPTJ BLdT M66 qb1o7 h8EO wz50Q6 0nfWFU Ss7oA v25Xkw Fzps P5co 6sDl CaMc skQt X6QY G2BPu RKNsB 4YRn MKxT lc7HB FKDq" y y "nyGZi kUAp wQC1w pRQpS yxH9 usuNn bca PtT044 W1QPTJ BLdT M66 qb1o7 h8EO wz50Q6 0nfWFU Ss7oA v25Xkw Fzps P5co 6sDl CaMc skQt X6QY G2BPu RKNsB 4YRn MKxT lc7HB FKDq"
Transcript_P14 1b "6lOBw4 bpN xUAq oWcD6t 5yd5E 5kCV NtyIrp" y y "6lOBw4 bpN xUAq oWcD6t 5yd5E 5kCV NtyIrp"
Transcript_P14 1b NA fill-up-for-keeping-same-rows n "dpk jNN no9vN 4fKnbW r8f zZK dAXk"
Transcript_P14 1b "rmvjLL 5DJFr PYrR HU0 XuNnBV WgX1A" y y "rmvjLL 5DJFr PYrR HU0 XuNnBV WgX1A"
Transcript_P14 1b NA fill-up-for-keeping-same-rows n "MtkT 5QZx rMZrZZ FoncUz qOjg MBvz 0ur3B F6z"
Transcript_P14 1b "saq29 3ak 4LY aeM4GU 8Tfa KhvZZW mkqX7 iH2" y y "saq29 3ak 4LY aeM4GU 8Tfa KhvZZW mkqX7 iH2"
Transcript_P14 1b "i4xLeB 8wQZy g0w3 Lrk9 1EYM 1ble 647 Vhx o75X it8RXD 1HAt prYNp3 5wb4cO ovUP xkKk 8Vglf KNe Gfsq e6BFf i9SE ZWw y8wX xBe jFVg" n n "Xesl N7qz ACO prl rG7zuA es7XWS"
Transcript_P14 1c "YfSCuX B20QiZ WnJ zto Xqk IeDDb AbDe tpMLDe i6sbVq gQzz hry isq4sy" y y "YfSCuX B20QiZ WnJ zto Xqk IeDDb AbDe tpMLDe i6sbVq gQzz hry isq4sy"
Transcript_P14 1c "Cpc0e 1qSNY cYLhkM 17Txk LNF5g o0Qcn LwpiW alsFr OR1W" y y "Cpc0e 1qSNY cYLhkM 17Txk LNF5g o0Qcn LwpiW alsFr OR1W"
Transcript_P14 1c NA fill-up-for-keeping-same-rows n "uuvZ 9VYKm xryg6w 6jK2 XDF yUc jfaE CYjO"
Transcript_P14 1c "Hrw LwirF WFe kA6c NUbmO N8m57 0li uza99S eoyBie wTzr rGG j4MMRI m9BSah QKqz" y y "Hrw LwirF WFe kA6c NUbmO N8m57 0li uza99S eoyBie wTzr rGG j4MMRI m9BSah QKqz"
Transcript_P14 1c "gAMyY cNL 6QiZ J2yF 2V7 Fd50 Sb8V 9kVTJ MUVPiE" y y "gAMyY cNL 6QiZ J2yF 2V7 Fd50 Sb8V 9kVTJ MUVPiE"
Transcript_P14 2a "4P2VE Hazf 169 vKqKS drAHVs TAa MkS CW0 Dlew" y y "4P2VE Hazf 169 vKqKS drAHVs TAa MkS CW0 Dlew"
Transcript_P14 2a "gwU enGIs ydIFiY qbg kP90Wr 6O5" n fill-up-for-keeping-same-rows NA
Transcript_P14 2a "dx8Va ORoN0H Dmx aUwmks h1ve DQpq88 j41 tOgm kyQeg uHHF2 j4n h8Dc Gzgt7 h6Xt C2Gc8 k9f0Y Hyw SHnFZJ 32uMJ lIbVgF 5I45" y y "dx8Va ORoN0H Dmx aUwmks h1ve DQpq88 j41 tOgm kyQeg uHHF2 j4n h8Dc Gzgt7 h6Xt C2Gc8 k9f0Y Hyw SHnFZJ 32uMJ lIbVgF 5I45"
Transcript_P14 2a "GcEjZ jKHqW jC7 ruhYU bhVEz WsOSG SpiU mjPYra CyBY8 NHv 3OAw jrZ0 FDWRt RhoMp AX9Nrg MxSVgn Xr1X" y y "GcEjZ jKHqW jC7 ruhYU bhVEz WsOSG SpiU mjPYra CyBY8 NHv 3OAw jrZ0 FDWRt RhoMp AX9Nrg MxSVgn Xr1X"
Transcript_P14 2a "VPzji dp3qP ZwvVg zro5 uJt mbP sa1n8 y1J47K Ovdhg JyvT tedD1" y y "VPzji dp3qP ZwvVg zro5 uJt mbP sa1n8 y1J47K Ovdhg JyvT tedD1"
Transcript_P14 2b "49nGRD 4rJGgl OEsD aOk5 5cBg 5Yf8 IT1ts uWfV9 nQuZ fZx svLF" y y "49nGRD 4rJGgl OEsD aOk5 5cBg 5Yf8 IT1ts uWfV9 nQuZ fZx svLF"
Transcript_P14 2b "3r1Sw 1JhC h9A NQMl iAq DXo2k r3Swt K5lPAu N3Z PaxRm vOrH" y y "3r1Sw 1JhC h9A NQMl iAq DXo2k r3Swt K5lPAu N3Z PaxRm vOrH"
Transcript_P14 2b "JfETEC Mg21w vByk oMKzJ EqS7 RO7x1 2Mm" y y "JfETEC Mg21w vByk oMKzJ EqS7 RO7x1 2Mm"
Transcript_P14 2b "JY95X PsdMR5 yuJz HcJ iG5 9wIv IMzghT Qhh 1vQN X6qpm6 pBm YLGJ 4Hf96 Ph1Y QqbMj" n n "zLOp6S BN74XZ 6p5 DC8V5 X4MAcS ad4P"
Transcript_P14 2b "8uJyQ zpVc xQpL YwDZh KCAF SmEKp 7IOz R2zO heFJ vRWvrS lIdf trYN RFHtb I3B kIJ zRl3 M0Xa BD2uk cZrj pBdLvs" n n "SWClO 1rFPnz jpILl yHtyst qNto1 fV17Gr sngju rxD lcMKF nkfu CFUIC t1h uYTX8 OUJ2 j8PZ"
Transcript_P14 2b NA fill-up-for-keeping-same-rows n "c9w2Do rhSVtt UWqD4s 0m83rE QaZAQ7 ph6 vw9"
Transcript_P14 2c "R3ZGWv AAY7 DfPYof q2Qc9 8vT MH9K8" y y "R3ZGWv AAY7 DfPYof q2Qc9 8vT MH9K8"
Transcript_P14 2c "M8dy stlza iKP71 hYDGe9 mPi bkfzEi Y3im PNC" y y "M8dy stlza iKP71 hYDGe9 mPi bkfzEi Y3im PNC"
Transcript_P14 2c "6cA NdP6 5aH3CV ezu r3j bGGF ChaVl O8aoA Cue 8P5Si4 tWKw Qlx17" y y "6cA NdP6 5aH3CV ezu r3j bGGF ChaVl O8aoA Cue 8P5Si4 tWKw Qlx17"
Transcript_P14 2c "0Heb EXk3b dY3ndr eAW RA5h FsaohQ b0l UbgE Gzh5K8 PYdKc Lbt" y y "0Heb EXk3b dY3ndr eAW RA5h FsaohQ b0l UbgE Gzh5K8 PYdKc Lbt"
Transcript_P14 2c "hKMUe8 sJZL quA" n n "53v pcm haM ARoXM wJNz xYUhX ySLRop evGJ 7Kl PGkSv bUS jjlz4 ouil VeEqk J9bU2w XKKIz1 YtojI Gw1WO wLJIy Q6o6YJ"
Transcript_P15 1a "ftodH9 sabhm U0Y xU4 DlMol TOR 2mL7 6nKjn xOCayq Gn73bn Jfcj5" y y "ftodH9 sabhm U0Y xU4 DlMol TOR 2mL7 6nKjn xOCayq Gn73bn Jfcj5"
Transcript_P15 1a "wJsK K3F wyP 5Bj KcZvj XtpLUx 63QoRq mjUJ 7EQ5 bQzTM A1mkVd ZaH N4m" y y "wJsK K3F wyP 5Bj KcZvj XtpLUx 63QoRq mjUJ 7EQ5 bQzTM A1mkVd ZaH N4m"
Transcript_P15 1a "Odp94e EULs mPC AnGM2E 4D3T bSZl AnsV nW0 w7ySp H2X6Ts zbZ HvC OPPth U51lB" y y "Odp94e EULs mPC AnGM2E 4D3T bSZl AnsV nW0 w7ySp H2X6Ts zbZ HvC OPPth U51lB"
Transcript_P15 1a "hJc xDp uPALg JGH erHqmZ xJLK5" y y "hJc xDp uPALg JGH erHqmZ xJLK5"
Transcript_P15 1a "RQjW jdh NylC s6h 1C57fW MmN7wi" y y "RQjW jdh NylC s6h 1C57fW MmN7wi"
Transcript_P15 1a "XN6 SBQR sU6c0 O29U 0xg uzeDS RP10 G91N iciNos qfs UY74Ad Kup jr0jQn 40Uj" y y "XN6 SBQR sU6c0 O29U 0xg uzeDS RP10 G91N iciNos qfs UY74Ad Kup jr0jQn 40Uj"
Transcript_P15 1a "cql CB3H dqa uRw 8mErF Pg2 rjtNpb 2Zcgnv 1oW RXOsGr uap" y y "cql CB3H dqa uRw 8mErF Pg2 rjtNpb 2Zcgnv 1oW RXOsGr uap"
Transcript_P15 1a "nuqd30 nU5 VRU7n UNcQA NXb Hn4" y y "nuqd30 nU5 VRU7n UNcQA NXb Hn4"
Transcript_P15 1a "dTL3Tf Fqa9hb wKqlK gPL sgq AF5qE2 XyFdy TTiqAh coIm gFaxp FPTjs 0nA QqjFG" y y "dTL3Tf Fqa9hb wKqlK gPL sgq AF5qE2 XyFdy TTiqAh coIm gFaxp FPTjs 0nA QqjFG"
Transcript_P15 1a "wdQN gQa2" y y "wdQN gQa2"
