No. Proefpersoon Instructie_Code Segmenten Codes_Sophia Codes_Marloes Word_Count
222 P10 (1a) "axlpn TgL 2vg4 0mIr Ksv3TX 12eX Sxjb" 3 3 7
223 P10 (1a) "nSFm7 uCyK npC1Z rmR lFsq iZ97B T8XVC" 9 9 7
224 P10 (1a) "aLO xdpoP OEoP prpiWo YKV9c 2LcKh0" 14 14 6
225 P10 (1a) "0LDI1Z gvE Ieup iaX 2JtjKN bmRVzM aFnUS zO2mlD" 8b 10 8
226 P10 (1a) "wEbA 7CW 9q74 jhv f0NZt 8HcIR5 UMZ65" 8d 10 7
227 P10 (1b) "o4wjC 2Nm NamOm fbA eTTG at1 ljI" 13a 13a 7
228 P10 (1b) "XypoK1 r2zYD c6A R2ZUvm r89PH ru1x JmTIH KtPp DnZ9e 04a iuC6I4" 10 10 11
229 P10 (1b) "vzhL L8l7 376Y LHrz 0o1w 1f0YIn YOqG4" 8d 8d 7
230 P10 (1b) "yYL 8y43 UrO gx8l9f IDJIkX Sgzpz Beaa" 10 10 7
231 P10 (1b) "ZdOG BLCw3c Q9v" 8d 8d 3
232 P10 (1b) "N1rMna 2Ok0l 8DjRda 0yNIkO gHwL3 9rQll oLw Kj3Ev2 nnvVP shpi bnl7r8 Zyz" 10 10 12
233 P10 (1b) "v3L vbyz aDuRma T6WC 7zMm8K" 10 4 5
234 P10 (1b) "8a0BK qI53VI Gycp RzA" 2 3 4
235 P10 (1b) "xfI Zi9vI zLK tr5 dW2To" 3 7b 5
236 P10 (1c) "MzSX3 JGF xlf N5t5LE MXymF jiLO K5dN gbktG un7K ziEL Jnbvk ccIIU 7ihq7H 8BVb eAh 6IH7EO l4FN WQgBz7 lWdd dbgYR vOa kx4VJd" 15 15 22
237 P10 (1c) "eDFnEE 2izdWR uEwX C6Fh VQIYVZ yKFxPz SkXxtt C1lT3D PZraR Y4d3d eUUGEb b8cMI" 9 9 12
238 P10 (1c) "91Pv n1ojF 9rfj uxCsuQ p3J vP4nd 97Ux6T 0DCYxE X9cE jh3X0" 10 10 10
239 P10 (1c) "39w2 C1bKZ pC1xt jxR hfx5 UoUjEE zLV xfAhX zHwoc 8eo9 Odr 4udo jhjG6" 15 15 13
240 P10 (1c) "gKgX m4JiC D8I7s 6bc wws mH741h b7OR wiwq" 9 9 8
241 P10 (1c) 42v 7b 7b 1
242 P10 (1c) "rLk7f kuyC T1K4 XIk 9WDH Ctpy ofX ARMpU6 MDH9 Ti4dL" 5 5 10
243 P10 (1c) "Am9 4X4 DcjO PoFM cmYWC Kizy qW4 gGh kNG9 0l4QOt sSu 4QS zqiFC kYXkRO" 10 10 14
244 P10 (1c) "NEPSp Bgm pOItl xGe53 kHUpVp TaPczU VBCSKa wJQ mX1K5 MH38 zsweOw gfRYwf cpdLGx WHL8HN" 15 7b 14
245 P10 (2a) "t9rJnR dYIT1j h53" 15 15 3
246 P10 (2a) "okoZQ en35E 9mSlW5 7Yhb NX1vPc CTNG sys" 10 10 7
247 P10 (2a) "lyZM6T MK7P R5vIzm Ga4j Q5QIYj UdZ7 aBRPU WH5 y8o1" 13a 13a 9
248 P10 (2a) "BmR 4YDC BWblO C9FA4z kLJP3v mdFA AhBQ2p" 15 15 7
249 P10 (2a) "YTrmO 2uGC 7ycp xlO eIDc yjd UWvl" 13b 13b 7
250 P10 (2a) "LvaS72 hgIoI lhvd 2K84O YH15o USoW 35Yqa CDD5 rT8J r2s3D EybUQ" 13a 13a 11
251 P10 (2a) "omGis pTz RyR lynR Hqq NopRdk BKxfp JBj 266 qY3lS Mvb Nnum" 13b 13b 12
252 P10 (2a) "5VYzR nhcs8 tiu9SI wKN L2q2z RxBX" 13a 13a 6
253 P10 (2b) "Hqp HDdA QmB c1sgk XhXNI VrDP oLa" 7b 7b 7
254 P10 (2b) "SADK guEYT zopWXO 7ErLv 9gv8LW gdReRV fQHnOB QC7Qjk vTzd aqq Yu4rb TDTB1D zmP VD3 VTE zcj4" 13a 13a 16
255 P10 (2b) "mVKK 6Tc 4loL8c 3aTGT 8QZms B7bdLx" 13a 13a 6
256 P10 (2b) "xTz2WM DdQCh YSh UIkE PVS5lW WlwX" 13a 13a 6
257 P10 (2b) "QoBtLC Gim4 ShoNAh 85G FoKV 81BM CmW THXe Xkh3D VPzM" 15 15 10
258 P10 (2b) "3XhtL Sej5gK gGAYL NDM c7B n1l24j VRi nwXG SeNsE tpY lDtL0 JdKGk GY5j" 13a 13b 13
259 P10 (2c) "1VSCM 1yJv2 OFqV eT1x7 cWBArR sCrE 3Nro" 10 10 7
260 P10 (2c) "CLegQ sHZeM 2qBZK YI7 mmfH NKUDA qBo8jb tchA Rpa TYB qw0Iys dz5R jR9A Ijsc edyd gBlc fyH6Yk" 10 10 17
261 P10 (2c) "YyCT CcL Onk WZ11B CbCZ KU3 j5nmg u4Iu9E HXsx Ri0G3k" 12 12 10
262 P10 (2c) "7oip NcoV yxg E0Luj7 LtV7 uV33 bJyL DDw6jt DkIRe Mc3V yIxKg CYLmo ak4D gUo hbOKU" 13a 9 15
263 P12 (1a) "H8yZW Sg02 QUU16 u4lxt cJCLK 5D1fPI abE kXk0y4" 10 10 8
264 P12 (1a) "WY5ZCL AJViO ay0At YPRg POnQa KlRx" 13a 13a 6
265 P12 (1a) "e8tuL JuK3bI Nap EG39Nc l6j 5gmc ieW" 9 9 7
266 P12 (1a) uYFb 5 5 1
267 P12 (1a) "awx3pG mDlhZ1 abS Gl4KA5 LRHx FXaB u8W pYft TL5I p2zA P138B kn5 S55q" 13a 13a 13
268 P12 (1a) "vIrmw RfftRP 3WTZZh iMeF 7C8 xJy" 8b 8b 6
269 P12 (1a) "G8H v0Us rk7m7W JMlwE Mu1EY qagq XMm2 SgwII DFPC MqPZ8Y znH" 3 3 11
270 P12 (1a) "g7NAL vUddyn kPsdC V6zn DnJ 6D14mt" 9 9 6
271 P12 (1a) "haG SJ02D Te9c L3khb E65x4X XGQowr e8l sCmh VYSghY ZVFarr" 9 9 10
272 P12 (1a) "tE6 USyv Ko329 buYA PFe1T jnTyxW 5JEfSX jQmtLh mFk9Nd S3a psI" 8c 8c 11
273 P12 (1a) "bi1dB ChAI6 uZwHgX BIBh XT7doK S4V7k3 pkO RSUc3 S52Gg1" 1 1 9
274 P12 (1a) "hW2K sHs KLX0l g8M Bn9wrT pTeOp Jlw ak9" 8c 8c 8
275 P12 (1a) "jvjmE CPxdY S4I cVHJ Ev0 nlr sMbh LpTWd jNJtxP Bje YtqSr" 8a 8a 11
276 P12 (1a) "8b6jn KKqu inBZ4 1TK2 QZuOA NAtkh6 fWPp7 ssr8 aQjrA 5GuC9w" 1 1 10
277 P12 (1a) "CnOE dvdSW 94yo wVp2m 1De8 9Rnh J6V xZjl IY4U Xsst KML Xi7h Tna 8tlC yeN gcK9 YEfPII K90bS" 13a 13a 18
278 P12 (1a) "HA8m yRs MLh jSrVJ 3QRySA" 9 9 5
279 P12 (1a) "x4jiZ DbsC cue 1KU gWao rw70 vYyEAj XCIiY oNi EetoS 8R7k aMicDW PEy nA4ZR" 13a 13a 14
280 P12 (1a) "W5R91z IVQc u2QTaI J3Nst4 ET4rBK BdR sHTQs DnqJlW fMcPJ7 XOz oqiH" 8d 8a 11
281 P12 (1a) "Pinj9 VNxNv J2yCaV wmBJu MZYcz nkX ERjgPn CWbw 6PxQ fe4a" 5 8c 10
282 P12 (1b) "ZrQYX QuuVe 3CFiQJ RFHL sZw i9Mju8" 13a 13a 6
283 P12 (1b) "uyVwN 5b5mNn LkA pGVp LgyyN KpFMv 2A9 jNV" 8d 8d 8
284 P12 (1b) "BJ1B 2AZ9TQ 8AjktZ Dvam cvgy5d ikd" 7a 7a 6
285 P12 (1b) "99kSEE YXyX2" 13a 13a 2
286 P12 (1b) "V6jShZ he4S0o jDj rK7 ulzkiG 0zf" 9 9 6
287 P12 (1b) "7hWq0Y sQPbL9 Ne8 BcgW2 6Z2pyy 5klQlg 1Am OH4fD kNe9 s3zojH oTpw4W Z72" 5 5 12
288 P12 (1b) "PMDN0 CHWfxu uPA TB9Qk fKPC9 nto5q NjZ fyw SH4eF" 8b 8b 9
289 P12 (1b) "EVY8 xQp dmCpQ 3Z7U MdwsSl TuI obv" 9 9 7
290 P12 (1b) "NB3ph QZ01K vTOX Ypx8T 1yOF VfU zTQuz P1dRNh AsCs L8TjgV cSROF 1sR75 mGQ3mQ OIlJF cCyg 5xTt" 5 5 16
291 P12 (1b) "u9JhUc Smk VIPUz ZJ5JN 3tEYtp LFUv r2wu Se5 qkSs aUww" 1 1 10
292 P12 (1b) "6nacwO Lb3m hFSb VSkuvC QYBPU" 1 1 5
293 P12 (1b) "umZ NnE6z a58 zfE n53 gBn0C oNn2 UblOw usY6jE" 7b 7b 9
294 P12 (1b) "3h8xUt 0VD VyC4 Cacw 8iw6m9 1z0 vxRc" 13a 13a 7
295 P12 (1b) "JSkI neMcS MmxUS K7t0 O346Ie 2YbeaD UEA 9TWo tPkur e8oL c0ZW6 xz9v Q5g" 15 15 13
296 P12 (1c) "FgffG7 4xE UNvJfR 8Lw9P jVK9vP WeH p2zk0 dMQp6 9NuyL czkN gjh8 dNaZT nznXvi zHIYrX" 8a 8a 14
297 P12 (1c) "Xi6c POyj3 GmFm 6OWEC H4IMg KvE Ga91" 15 15 7
298 P12 (1c) "Xsd NHk3TQ j01N0N 099P oJUv P0qfs7 TCUsOD KsIjcJ HGmDp oljuB ndfs" 12 12 11
299 P12 (1c) "8SY PNhT0j OVS6 z8yMm fjt lZA" 13a 13a 6
300 P12 (1c) "J9CE3 CGIflr c0urt jCTQXH tgkC 9of uB5Kge" 15 15 7
301 P12 (1c) "3sPW5 hhoH YX1 G82 vdz HQ5 saX JuUSnK JTRJ rPKnL te9 Reg 00MH" 8a 8a 13
302 P12 (1c) "b6tk4 5pEVG BDA x1otHl 4lUQ Eyzh3t GOlUiz xuOtP" 9 9 8
303 P12 (1c) "Wovk 2F55 he8" 7a 7a 3
304 P12 (1c) "Lthk UKD hHIv eBT oAmpT eWVV 6ImRhG hGVi vai0U FMW" 12 12 10
305 P12 (1c) "384dxf pxc IYCFf xtxV vo5 hhq NCzXOa 69E7Bq XHR HVEfxZ" 9 9 10
306 P12 (1c) "9dnzyL EiWoQm wjQc9v pXAmp 11qE 5Jt raEi8 ds71jN 0oW2K" 10 10 9
307 P12 (1c) "HqpqyW 3hSWt UG7lC JO1TQ Tcwhx isCax hLuWFd Yk9W Jnf0dO tWkG 0ObE lHz4" 15 15 12
308 P12 (1c) "mStKLC zwqarF Fm4 rKKsb keEKVq NyKdFu WFdq wgm0 us2 Ovy5 Plg cxhrH1 bmkh iqrb" 8a 8a 14
309 P12 (1c) "iHb33 b4j JNiEs DoKHx tHOfEX mSPm YV5 zlwBOE SzmmX GNw PPn0 9U1iRG 6ZBU rZJg Qkx 70a7 Dkd ulBYw Xk1kod QPE82" 13a 13a 20
310 P12 (1c) "xxsozm O6U Ixt4BY Trm 4ZeJya Qjd Xjae 2tgvoR knx 2vL vKgL akDi qr6S" 10 10 13
311 P12 (1c) "q8tsaC 9olQ QCvs IznO TKt8 jLfBEN blKWek v7C 93Jwp CyL 9VQ" 13a 13a 11
312 P12 (1c) "cUYw UCOi5n GaUz zo62" 13a 13a 4
313 P12 (1c) "ir8 ugK UOA OGl yGq xMK8nu nR37X NtvDV VBfK bJk eC1Oj wXARXj 9mW lxEL Ivfy bbVg1b" 9 9 16
314 P12 (1c) "spS 4twT IGPkI WJkp04 XKHW6f 0ujT" 8a 8a 6
315 P12 (1c) "Mtot3G Zwy RtawN O8al9 oQP 5c5WGh lTFKYC hfSeo1 sBTOU" 7a 7a 9
316 P12 (1c) "PfXWWR eqDKk Dt8 Ffj hUxR LOmu w8MiY SOTKco eW5o XtAcP vrYG 4hYUn e4Bkwu" 8b 8b 13
317 P12 (1c) "fh80dW Pck J0jLx xtSJZ iuoQza mg18F Pss HkJj laL KWtpIy qcC5Z t7CI" 3 8a 12
318 P12 (2a) "dfWkgP K7bedW EhUkY Orrb Ia1 fIB koEu5R tqq3Pp" 15 15 8
319 P12 (2a) "zLMBO GIY SB1 gaSX Hu4h PpCDF DA2 MQY cVL ThFKi LEkw cyZZYv tU5" 13b 13b 13
320 P12 (2a) "0oWrr RvHeZ GtjTyi hP0Ar UJSj xbEF 8BeHZu QCpV 4k1hD" 13a 13a 9
321 P12 (2a) "sxNx w4a de7x mtja xM54o Im6k 3tq 7OC f4c I7o XrBp kHLy O0k5VO mdXTOR 1Jga" 13a 13a 15
322 P12 (2a) "92MsS 8c7H1E byVWQp x2Jt CsE GFe3rc QJKGiX 3JWppT UzA1 5JF pd9X9W" 10 10 11
323 P12 (2a) "LGSG Q4ij T1d 4IIV FNimDm jrGg FUuK qj9vyu S3Or yxsRgc hZ12hV Nus nIhUb" 7b 7b 13
324 P12 (2a) "Qz8b 19OENc ne3iTC GIQplJ lckdkF cMPcnz p7UD2H pSm1" 13a 13a 8
325 P12 (2a) "l0eS ubw35a X6MF1D Nh7 x48Rt NCP L8I 3sn dZCG2" 13a 13a 9
326 P12 (2a) "c74D4 m3602 Lsf9n6 mKJhC 1QnO" 15 15 5
327 P12 (2a) "uOxxTR 9XFl RMoxuN 0qMlU KaN 4sWyrq Lx5 tt2cgS 3G8g g49USa kpG7u KqijH" 12 12 12
328 P12 (2b) "r5U nwkY fuKz rxuym HJJ ZmNay dX0 v0uVX0" 8b 8b 8
329 P12 (2b) "U2Q WRVFPm MBqo 2mXn rICsjr xOoZZW nCoszm WgQOXz Fl9 wwa WD0 5FtwiC PnVlR 8gOvr1 KyK AvGu jFCF Jwq bDQgg" 13a 13a 19
330 P12 (2b) "yw0Kmp g8bMyr Dlg2 y7CujU sD4d JkF 8sc2fK KfMe2 Dyhd i0yc Tp9A xYa cXw9z4 gSKzXU" 1 1 14
331 P12 (2b) "55d0J XNGJG B2I 8yhd 7dZK6C 1sNWH kqO iPJN REXnR 3BjeA EzmJz OsLTl IwXF8" 13b 13b 13
332 P12 (2b) "K0Qekn zuA z6hZCy yBam rZPS GBhAS QLG J4kg gcqGbH pWQlA" 10 10 10
333 P12 (2b) "Agd4 JUzOG otB BHob Etd G6TJ WUa3c8 vxI GqGRi CVnYc4 0KK 9abRbQ" 11 11 12
334 P12 (2b) "xZN6c a5SmX BH92q GpEDPh 5HspG vGQM F1y 5f7k xlaDu WsBE rD1Lv bNQN IoVs9 jKXLAo qTyM hNaL yg5 nDd wFUCne" 13a 13a 19
335 P12 (2b) "GDV 8vrz n33 rQipo 5ygS r3b qERr6 rTy ngO 9uWNHJ sG7h6" 13a 13a 11
336 P12 (2b) "RphLw KW8Az KEwDvf qbeNRx 0YGj4 KaEUs DmX K4l zwN785 GWi4e Eyrd tKDcAG Rq3zc1 NXuH FMMSI5" 15 15 15
337 P12 (2b) "YSNiD0 Y6f tOS BaQF p0U99 QF2kFD 8KCPrp FmdU3L uuJgw9" 13a 13a 9
338 P12 (2b) "ntN 5LQAt WJaFet oAoQL6 92hXpO pBcl 58KHF dXktJe" 13a 13a 8
339 P12 (2b) "l4TW 4xEbX4 EP5S 3bvg2G Yzf 46nqQ7 GUXM gRbE" 13a 3 8
340 P12 (2b) "iAT 7Pgc GB1HsK j43BK0 fuxj" 12 1 5
341 P12 (2c) "w8N OUPXt 8r3Q 2eqbGD p6cj dCbNw mzB2 y7f0 zcfw c0e3OP raDAQt s79 9Yywn cO6c" 13b 13b 14
342 P12 (2c) "nHlpy FaEA eJCUN rGolml Bu9J vAMe oa7ZYE hnFq" 13b 13b 8
343 P12 (2c) "cgQZb eyL 4w1i zJ4jx 1M0ZS d51 HIXkRD daOg ua86B8 wIs9N ZCJeBq" 10 10 11
344 P12 (2c) "FMndJh FUrU 7RrK7 0XEM9H sSU5A 074HvQ 2w8A TcLE Axu1" 13a 13a 9
345 P12 (2c) "n3Mua 3IbbtG uV7Mg6 osa dyJw S1ti kM9J7B" 13a 13a 7
346 P12 (2c) "Za4 PbzQB owEJ4 T7s 0Ty MjXu 8wJDoY 3Jd 3lM tVT VfxneI KBhZjF" 13a 13a 12
347 P12 (2c) "GRL0i XLZgi ghP EiR0A VYr uvju6 SMLkm5 9mFsN" 9 9 8
348 P12 (2c) "udqkt xBg2 ProjvP sYK8Y Of5hRp 8JHRa AIU XS5 5zC iwBO" 13a 13a 10
349 P12 (2c) "CMuD 1Rvn OEZ8rK 3qFJy" 13a 7a 4
