Experiment Participant_ID Condition Trial Zone_Name Response Word_Count Correct_Points Element_Number Commission Omission
1 3304424 DiagramFeedback Suez DiagBox2 "zRg2fj PDSMBU eYra ZTby6 V6NT 3cmofO du2 gs9Rtm I1Zm ZYY4F z99s cRZJ WHq0l m9HQF u42FHI" 15 1 3 0 0
1 3304424 DiagramFeedback Suez DiagBox3 "1rxQyF fwUk1o Fi81 CsJD Ehjts TKXb POoW9h Uny" 8 1 3 0 0
1 3304424 DiagramFeedback Suez DiagBox4 "ZP4d K686T JyBto quRem Asp efAZ F7Ao Bkz98 gHu WQxFD8 lZN46 9ngh4 fRK2F8 GXmT2 XwVo zLCI uRMJOq" 17 1 4 1 1
1 3481571 DiagramFeedback Beton DiagBox1 "0Ap 6jVXkR 1dz7b yta3v" 4 1 2 0 0
1 3481571 DiagramFeedback Beton DiagBox2 "xEvzc 5Hqi4 6ZzqbK" 3 1 3 0 0
1 3481571 DiagramFeedback Beton DiagBox3 "pWle mDt6w npKwM7 JosAp ovzk Yqg tUQyqs 9GY jN1z0" 9 1 3 0 0
1 3481571 DiagramFeedback Beton DiagBox4 ? 0 0 NA 0 1
1 3481571 DiagramFeedback Botox DiagBox1 "siuk Q3Qp 2kk2H M431k" 4 1 1&2 1 0
1 3481571 DiagramFeedback Botox DiagBox2 "XVxVHo 1vqqn knmo euEHY ERebid JCQqg" 6 1 3 0 0
1 3481571 DiagramFeedback Botox DiagBox3 "E7ijOF wVZI Pvv 6FQ 5pf EYO 49Gn QdVz2 5CCsCy 4kI sQq2 c66" 12 1 2 0 0
1 3481571 DiagramFeedback Botox DiagBox4 "srqMR NdxL qN24A eyA pC4FU EQdLwK Dux CVRTn0 uZOD Y69 wEx XktM3D" 12 1 5 0 1
1 3481571 DiagramFeedback Geld DiagBox1 ? 0 0 NA 0 1
1 3481571 DiagramFeedback Geld DiagBox2 "Yd6br VsFfc BGE1 l2p UQI mra vnFnM DIMiun" 8 1 4 0 0
1 3481571 DiagramFeedback Geld DiagBox3 "iSFD 0ADTDv sVo9 jol1 dj0ZHt eoFoqV" 6 0 NA 1 0
1 3481571 DiagramFeedback Geld DiagBox4 "0jj DYPO VCW6tY q2Dp fYMuZl tdn" 6 0 2 0 1
1 3481571 DiagramFeedback Metro DiagBox1 "mqHhv5 hd9" 2 0 1 0 1
1 3481571 DiagramFeedback Metro DiagBox2 "j8HkBk jXvz HtjL vy4 4Erxh xKc B61RDq" 7 1 4 1 1
1 3481571 DiagramFeedback Metro DiagBox3 ? 0 0 NA 0 1
1 3481571 DiagramFeedback Metro DiagBox4 "sGr IZQxvF hCGvl" 3 1 NA 0 1
1 3481571 DiagramFeedback Muziek DiagBox1 "pSmfD 9toxpT iKLk cGQ QclK6w VZaJMt" 6 1 5 0 0
1 3481571 DiagramFeedback Muziek DiagBox2 "bfK VHL sdQ m52Vp 8BPfh g3x0bv MZYl3 x3Jg4 1U0 gCQ4P" 10 1 1 0 0
1 3481571 DiagramFeedback Muziek DiagBox3 "drE E8w K4pA wsjYO qgPQM1 NPIh QMJv6C xppma VjCW39 jsNK rLgi fOd g88 f9L 6BQ 96zu X8v" 17 0 NA 0 0
1 3481571 DiagramFeedback Muziek DiagBox4 "oTF1 AG7 52d it8ZOW af9 pUg eJaKJ jM4" 8 1 3 0 0
1 3481571 DiagramFeedback Suez DiagBox1 "0CfpKd Q2yGt QfSr 9fXYO LWae znP" 6 1 3 0 0
1 3481571 DiagramFeedback Suez DiagBox2 "unlp5 tHT8 UtknVB CqAD ioXU 4ZB omc4P p5Q 6QAT ZSgeD UfSh1" 11 1 2 0 0
1 3481571 DiagramFeedback Suez DiagBox3 "Jj5 HcsNe l75P1 ORI" 4 1 5 0 0
1 3481571 DiagramFeedback Suez DiagBox4 ? 0 0 NA 0 1
1 4580561 DiagramFeedback Beton DiagBox1 "u8C aFmNic pmh bTcMkX HTz 48w81 Bl9 478w 6wGG65 7x4 DPzg" 11 1 5 0 0
1 4580561 DiagramFeedback Beton DiagBox2 "klFYZA Y8T aw4Sy 625" 4 1 4 0 0
1 4580561 DiagramFeedback Beton DiagBox3 "lep qUlY FV27 8plPjc xs9 h7FAMZ 57KL qeN2BO" 8 2 NA 0 0
1 4580561 DiagramFeedback Beton DiagBox4 "qWyC ksmx 58j 2kGn6 CQK bsgp q8Zq xdkw Oby Jd6BN2" 10 0 3 1 0
1 4580561 DiagramFeedback Botox DiagBox1 "YF5Tz VvUt NKlH aj71t 3VwxB Nuoo3M 2FBp" 7 1 4 1 0
1 4580561 DiagramFeedback Botox DiagBox2 "B7yKw KX6 gGLUkz jwJ 461oF KRL fCa" 7 0 3 0 1
1 4580561 DiagramFeedback Botox DiagBox3 "POqw 4fWL5 79A sTJDA vK7 0IoO cALJH Cjiiiz xWo4" 9 1 3 0 0
1 4580561 DiagramFeedback Botox DiagBox4 ? 0 0 NA 0 1
1 4580561 DiagramFeedback Geld DiagBox1 "2iO dOxF XO7B W6kUCe 0xX9 wARW8t ooi2 yVz ZBzFV yIfp4 QAtFCt B6yk" 12 1 2 0 0
1 4580561 DiagramFeedback Geld DiagBox2 "Qz5B 2wix7f sCF roapky HPhy7 eEQ" 6 0 3 0 0
1 4580561 DiagramFeedback Geld DiagBox3 ? 0 0 NA 0 1
1 4580561 DiagramFeedback Geld DiagBox4 "x457 qRpok ZXDtBJ SBL87 PwrvE cJAUNw lOOk ls2FM" 8 0 4 0 1
1 4580561 DiagramFeedback Metro DiagBox1 "rRYFG ZlK 2qeUQ 4O0w pjjW5T dIhHq n3bEcw HNTm 4DAH hX3h" 10 1 2 0 0
1 4580561 DiagramFeedback Metro DiagBox2 "2AKJn LyFFcK EXN9DT Km8mVk 4XaM F5ye TpfhoH HoTV 4k5RB uARC9" 10 1 1 0 0
1 4580561 DiagramFeedback Metro DiagBox3 "fcYL9 8WR G9h UTq 0LTr" 5 1 1 0 0
1 4580561 DiagramFeedback Metro DiagBox4 "Kz8bC3 Kuahk Biwn GcNeN gtqi 96b owNDU qvED dyf RBJYm Rog ABuBQ" 12 1 4 0 1
1 4580561 DiagramFeedback Muziek DiagBox1 "9t2 AB79 R2z IWi5h JTCPVj zvcwWV G2SI KVCAS 6WlO Ue52fz t4G0M" 11 1 2 0 0
1 4580561 DiagramFeedback Muziek DiagBox2 "eWyMU rZ7 QEx ZpsF4 7Pn J7z0 oeRwo hOPlH LeK2" 9 1 4 0 0
1 4580561 DiagramFeedback Muziek DiagBox3 "WQYaQG 6z2 1nio Q2S BKSh x2fia OhG0 s0G GWDnY Y57 EKajE sRN" 12 1 NA 0 0
1 4580561 DiagramFeedback Muziek DiagBox4 "uYDKry iH6M1 bbMJKL 272tt4" 4 1 NA 0 0
1 4580561 DiagramFeedback Suez DiagBox1 ? 0 0 NA 0 1
1 4580561 DiagramFeedback Suez DiagBox2 "2jfg bBpc ObvSeK SYl 1qRE LG4 OkcTWx ugofA qjHlco 4JYno" 10 1 4 0 1
1 4580561 DiagramFeedback Suez DiagBox3 "v9Z6wm 8L2vgT e0Ju uSqtv mzin UrW8" 6 0 4 0 1
1 4580561 DiagramFeedback Suez DiagBox4 "a8V uGjE gEp8m Ttjf CGwBuJ" 5 1 1 0 0
1 4958827 DiagramFeedback Beton DiagBox1 "LMMIZ rqA3sJ APu4X STu0W KREvyR 6yLeo5 dn09e 9l2KU BZu Hn3EO qbY tS1 uGHr0 kDUszI" 14 1 4 0 0
1 4958827 DiagramFeedback Beton DiagBox2 "GfK6 ZoqvP2 mdNEU7 kYEZ 7FxhC LW36D Xfq2g uFZYW Pzhxr" 9 2 NA 0 0
1 4958827 DiagramFeedback Beton DiagBox3 "GDl YiA qDvd fGA laPnh" 5 1 4 0 0
1 4958827 DiagramFeedback Beton DiagBox4 "CeE 3gJUA xCU5q 8sW99 6Jz RSlqix BA6De 0xZ puX6P" 9 1 4 1 0
1 4958827 DiagramFeedback Botox DiagBox1 "QP5gFp OqqJM6 zQ7 MLR6z Mxvd hgIqq qzdWPU" 7 1 1 0 0
1 4958827 DiagramFeedback Botox DiagBox2 "IYzTF CMav Bv3ZrH f6pcm Dcwg 3rxVK5 Qoz9 TE7F" 8 1 2 0 0
1 4958827 DiagramFeedback Botox DiagBox3 "Zbd 54Bn NXcV D9pv" 4 1 3 0 0
1 4958827 DiagramFeedback Botox DiagBox4 "SZXW1c N8V ikme" 3 1 3 0 0
1 4958827 DiagramFeedback Geld DiagBox1 "QWY SpqiV 8z6 MB8yxF PefEs HgbQ 8H6 NXRi 18L0 viL7Qf qKo 8yKUZ 0EZlNM zD9CP" 14 1 3 0 1
1 4958827 DiagramFeedback Geld DiagBox2 "umf69 p6a 40pt2 2DR fVHwpw 5hG VTcB BdN y0l2lh" 9 0 4 0 0
1 4958827 DiagramFeedback Geld DiagBox3 "A8Tz OMB 0Vr2U fs4Lf lidr3a" 5 0 NA 0 0
1 4958827 DiagramFeedback Geld DiagBox4 "IZTGm8 WZC jiN p46N4 Jm3RS PUdRM 6CJMD 3Axi6 PRi hVpvfh itbp ECK" 12 0 NA 0 0
1 4958827 DiagramFeedback Metro DiagBox1 "cJH lWU4i DDZ7d I4on hx3CC 4mtP62 QSazUT" 7 1 3 0 0
1 4958827 DiagramFeedback Metro DiagBox2 ? 0 0 NA 0 1
1 4958827 DiagramFeedback Metro DiagBox3 "1FQNRs 1QmjT Oxrmz Kri MhN SOqb 1Cmc4 WdlI IgCk D6va0 RQG 9Fv0Q nEfW fWRXpT Tkfgx" 15 1 4 0 0
1 4958827 DiagramFeedback Metro DiagBox4 "FdRno9 R0VuM Uk9u 8uWFm GWfea ZoV vc9 dp8WT 5WA9eK RVzn" 10 1 5 1 0
1 4958827 DiagramFeedback Muziek DiagBox1 "eHtDj6 AikRfo Vrf EPau NwYSSH lX8fT Y0w 5mSfNL" 8 1 4 0 0
1 4958827 DiagramFeedback Muziek DiagBox2 "dD3jvZ MS4 T7K tD5" 4 0 4 0 0
1 4958827 DiagramFeedback Muziek DiagBox3 "5oA 5DM h2Sy WVBQD PEg CSM WTuV amwE 7Bp Ftbqf qnRpmJ narLG" 12 0 5 0 0
1 4958827 DiagramFeedback Muziek DiagBox4 "BPyZ hPb wD1zAp a590 t4rd4e IevVm" 6 0 5 0 0
1 4958827 DiagramFeedback Suez DiagBox1 "UUIL 6Dl qag kyfPq 85Jn" 5 1 3 0 0
1 4958827 DiagramFeedback Suez DiagBox2 "l3RZOT lAkHF nxrzl 2au7yl P8y0 IYty TtPjo4 CHoC86 enef" 9 1 4 0 0
1 4958827 DiagramFeedback Suez DiagBox3 "3DswE WbV HA6D 96NA FuX" 5 1 1 1 0
1 4958827 DiagramFeedback Suez DiagBox4 "Ktx 0Pl5P u2dA q90o laMA1U JHAl8G 94rC Syk WEQg1D 5YT zjW5 Qza9rx" 12 1 4 0 0
1 6202951 DiagramFeedback Beton DiagBox1 "PnHZq 7BRST jBmtFy 8iJ hyR 8BVLr Wxp0Ze PJQlc" 8 1 1 0 0
1 6202951 DiagramFeedback Beton DiagBox2 "mqA7mo u8GGd XoK 4Wm GDpr UN7rE" 6 0 4 0 0
1 6202951 DiagramFeedback Beton DiagBox3 "RQaii1 f0eoE 2ouc nN0v5E PFCOi" 5 0 1&3 0 0
1 6202951 DiagramFeedback Beton DiagBox4 "2dCtl3 soZ ejxIJ TTp wr8 d1fCM6 ffFDSN Fc5qqZ 01VTPH Y3R ZMdXJ" 11 1 NA 0 0
1 6202951 DiagramFeedback Botox DiagBox1 "W3pET mto efPFO qr4WE MUY1BC Cks YMn I58f LApt z9Z1 uqp Q0bU3" 12 1 5 0 1
1 6202951 DiagramFeedback Botox DiagBox2 "oNPmLV mLqnhv eMA qUGQ Ds9L GoT" 6 0 2 0 1
1 6202951 DiagramFeedback Botox DiagBox3 "W0Kim9 3byWD8 7TfXS H7z" 4 1 1 0 0
1 6202951 DiagramFeedback Botox DiagBox4 "0qko4 SqB7oa s9N 9CG1L 1Bqv" 5 0 3 0 0
1 6202951 DiagramFeedback Geld DiagBox1 "D3h 5F1Gq hhz WeMPj 9CuP mxxp5W SiMg8 iPrIKN sgY0k4" 9 1 NA 0 0
1 6202951 DiagramFeedback Geld DiagBox2 "PBv kati cE5 Kun R4TR kwLfLk ST93 0Mrl 9Fe2x ASm 6Dr FvX9 7RdU nscg TUgw bJHzU cWpQE 1VlB rR8MG 1mp1B mpcq fSpwO Cvsw" 23 0 NA 0 0
1 6202951 DiagramFeedback Geld DiagBox3 "20IP0 4Sa Bltnu gVuj hRy5T4" 5 0 3 0 0
1 6202951 DiagramFeedback Geld DiagBox4 "WpXPdF HIghS FDgnQ zTVPjb QbaR kVXPPN rYvYU FegJ" 8 0 2 0 0
1 6202951 DiagramFeedback Metro DiagBox1 "iQkrz G6eum FIZL oICosC g0Pwg CjGGz Kk8 7mX4X 1YUkPu Unp pex I8xT" 12 1 2 1 0
1 6202951 DiagramFeedback Metro DiagBox2 "8fID9 crq V9BcB tlyE 6mRQq OxCmI Oa2 hCTKcq nMuO lxtuLG" 10 0 5 0 0
1 6202951 DiagramFeedback Metro DiagBox3 "xLfj Wv10 zVUDks 8Nc KNy51T ZAdG MKxG zhxmC" 8 1 3 0 0
1 6202951 DiagramFeedback Metro DiagBox4 "X6IX tn5IG0 tSLmB GF3 2bXe GXixJ Q4cBi Ken BaeNd" 9 1 NA 0 0
1 6202951 DiagramFeedback Muziek DiagBox1 "DBdN D77Tg 2lFT7F gqj z5A rp2" 6 1 5 0 0
1 6202951 DiagramFeedback Muziek DiagBox2 "kqBf F7ffkA H5A" 3 1 4 0 0
1 6202951 DiagramFeedback Muziek DiagBox3 "2qzUk gDxcC Pwy 0MYfF aVlK y5XA fSrN sImqDN 5OK8 Itq g2ZTpz" 11 1 4 0 0
1 6202951 DiagramFeedback Muziek DiagBox4 "whjY qMjrh vmu N5xe FMvw kI4" 6 1 4 1 1
1 6202951 DiagramFeedback Suez DiagBox1 "mI6x ckF mUkTW FgjHn8" 4 1 2 1 0
1 6202951 DiagramFeedback Suez DiagBox2 ? 0 0 NA 0 1
1 6202951 DiagramFeedback Suez DiagBox3 ? 0 0 NA 0 1
1 6202951 DiagramFeedback Suez DiagBox4 "Pk90L HEIh oKrIeb 7mc 9Xi NmpA" 6 1 NA 0 0
1 6217526 DiagramFeedback Beton DiagBox1 "yXEU JYB 3vtHdE vFUXy 624R j4uLun bBMi" 7 0 NA 0 0
1 6217526 DiagramFeedback Beton DiagBox2 "ffm05l 7d4Nmr GYxdCP 5mp 4RI1 WrI Vl5V9X nv7IO6 NCXgHv oAPD duvh1l DwoQh 6fOE3 msk8v 84l Hauohr cdZU Fw9Dob uWf vQrN jcrxLk r83N9G Y3JNdg MT77 2y65u" 25 0 4 1 0
1 6217526 DiagramFeedback Beton DiagBox3 "LH4sry AfWQHF" 2 1 4 0 0
1 6217526 DiagramFeedback Beton DiagBox4 "KbtG OdN Qsiz1P ngwvg0 Zcx jXX nIOEa IjLU" 8 1 1 0 0
1 6217526 DiagramFeedback Botox DiagBox1 "8YtYJ bYu 6jqvh c4P SnQnw0 mE63p hjHQ FIE7mi RfZ XjjsT3 kR0h 3rQo 92kz" 13 0 4 0 0
1 6217526 DiagramFeedback Botox DiagBox2 "PeIAzB 45R 8RtJZ6 y9OG85 mST Knx 9dnO 7Cv3" 8 1 1&2 0 0
1 6217526 DiagramFeedback Botox DiagBox3 "g4qth3 Vok7x 5pRhUo F09RT i5tR" 5 1 2 0 0
1 6217526 DiagramFeedback Botox DiagBox4 "oSDR hAC5e nHtdV suc6PW NNPH" 5 0 NA 0 0
1 6217526 DiagramFeedback Geld DiagBox1 "6X9 99ou sxoDu hlgp ashRP YmSh ShAy wxS dU2 YJIuvH" 10 1 5 0 0
1 6217526 DiagramFeedback Geld DiagBox2 "UhD10 IZmPT vo1JE FXBR E6Urz boBbv gxE3b tzotI 4d21hY rJQtX" 10 1 5 0 0
1 6217526 DiagramFeedback Geld DiagBox3 "3VxfFq 6FglJ jRI QcDIw RcuO SVln8F O1Gnb OOdS XKMQ KDUQL dBDP9 Cn2 cLLyiG" 13 0 NA 0 1
1 6217526 DiagramFeedback Geld DiagBox4 "MTivd 11HnK oPn wpjJn4 vsZ IrrC1h jdF8pQ 5Fhr UzJx AEq8 XTle6 U6dAY SR3t" 13 1 5 0 1
1 6217526 DiagramFeedback Metro DiagBox1 "hOlP7f kQX0 IXdT l6blNg DsTvGF rVW Bsq4p" 7 0 1&3 0 0
1 6217526 DiagramFeedback Metro DiagBox2 ? 0 0 NA 0 1
1 6217526 DiagramFeedback Metro DiagBox3 "rUqHz RKTby7 rTzimh FbM abO6H4 a8GPhO offPD oUEy uRH Xr91DT 6ApQU ROHn" 12 2 4&5 0 0
1 6217526 DiagramFeedback Metro DiagBox4 "KdhY SrrA 3Q2w 6PHdH 50s1m lk4N HhIEy yriH UCewO7 5oa0B r3aXVJ hIMk0w" 12 0 NA 0 0
1 6217526 DiagramFeedback Muziek DiagBox1 ? 0 0 NA 0 1
1 6217526 DiagramFeedback Muziek DiagBox2 "TOoA 9VH eyW dUDYf eeJ P2d0NX RVZx P2a7" 8 1 1 0 0
1 6217526 DiagramFeedback Muziek DiagBox3 "84DuxI MwU8 nAeYb 0cT5" 4 1 NA 0 0
1 6217526 DiagramFeedback Muziek DiagBox4 "SQbSG2 0sUnE 08V" 3 0 3 1 0
1 6217526 DiagramFeedback Suez DiagBox1 "U3c AqHag 6j4Zw EXi TC7 TATz" 6 1 4 0 0
1 6217526 DiagramFeedback Suez DiagBox2 "tkq r5V" 2 1 NA 0 0
1 6217526 DiagramFeedback Suez DiagBox3 "Dfs4e LPEIR 1Ugi" 3 1 1&3 1 0
1 6217526 DiagramFeedback Suez DiagBox4 "0yeG IHw7nb pqU rgMkIq d1aoI q5c" 6 0 3 0 0
1 7008463 DiagramFeedback Beton DiagBox1 "UaL 1DvgEb QID SIhahF zCEn W9pLTi yk8P" 7 1 NA 0 0
1 7008463 DiagramFeedback Beton DiagBox2 "dKsHQx rouVR 9mR eU4 C86p4a KaX PWSgqt 9wwp FC2X8R 8qQ Ruw2j5 48p" 12 1 3 0 0
1 7008463 DiagramFeedback Beton DiagBox3 "jrV7 yBQQxL ii3Y9o 8Vjo5 uz8pX yTi46 s1Hi6 qES wBwW6 qeZ Q3eJ1 jKM 8EFOF zg6 qlKO" 15 1 3&4 0 0
1 7008463 DiagramFeedback Beton DiagBox4 "iJu P8K dCy 3k47" 4 1 4 0 1
1 7008463 DiagramFeedback Botox DiagBox1 "PGLA4 CBJ k9wbkF HiK jNpa j6YZa DOZgU8 1BZN lG5iR cJlQV LMHaS Nsx oCS SsWYCG ieg8 ymyqN 2tI MTs XsCOgK" 19 1 3 1 0
1 7008463 DiagramFeedback Botox DiagBox2 "G5R c1i2LR" 2 1 NA 0 0
1 7008463 DiagramFeedback Botox DiagBox3 "1o6jw3 uYa gK0M" 3 1 NA 0 0
1 7008463 DiagramFeedback Botox DiagBox4 "PKtR DxGX JFWcT2 RgV" 4 0 4 1 0
1 7008463 DiagramFeedback Geld DiagBox1 ? 0 0 NA 0 1
1 7008463 DiagramFeedback Geld DiagBox2 "eaPy 7iWfW e23y wIO 880gp k7hP6L Lxj07r 2xM0 iNRYEa MRb lh3z bY1T9 Wn3 LoRvJ y3a sqS0 bWtwCd BFg6b" 18 1 4 0 0
1 7008463 DiagramFeedback Geld DiagBox3 "tkmONO 9VX34K Nizfmu vkv xJzJK q2r sfvHa nKg 0lqw" 9 1 1 0 0
1 7008463 DiagramFeedback Geld DiagBox4 ? 0 0 NA 0 1
1 7008463 DiagramFeedback Metro DiagBox1 "tzi3R yCPUy rH8Piz wICQ GAFir 1Hau7 rjh1" 7 0 2 0 0
1 7008463 DiagramFeedback Metro DiagBox2 "QuOYTB M6F Je4h2g ut7 CMzmp sU10CB QEAypY CF6" 8 1 2 0 0
1 7008463 DiagramFeedback Metro DiagBox3 "1sZtDN dpDFV pTHujX IP5 sjaDx kaJfmG uiZiD" 7 1 5 0 0
1 7008463 DiagramFeedback Metro DiagBox4 "nRmXhY OvpeJ5 dPSk1z s9dNZk yRC PAunfq YVXlw l0U kbYbUr 4VzD cpJ dhwH IlYc" 13 1 NA 0 0
1 7008463 DiagramFeedback Muziek DiagBox1 "Qv0 EIvqy 9zKitD tot" 4 1 2 0 0
1 7008463 DiagramFeedback Muziek DiagBox2 "TlD uqi1l quCWO" 3 0 NA 0 0
1 7008463 DiagramFeedback Muziek DiagBox3 "XkY 1kNYU Qf2 Ht9Msu" 4 1 4 1 0
1 7008463 DiagramFeedback Muziek DiagBox4 "HpZVH vBQX5 V5wD ydBJmQ TBTxZ" 5 1 5 0 0
1 7008463 DiagramFeedback Suez DiagBox1 "YcSG FgA7h bRozn mJawZI qK4mF zqFOQ IfIV 3DM qS7A dcFX fgRcF cQdh" 12 1 2 0 0
1 7008463 DiagramFeedback Suez DiagBox2 "woIg BJGO1N 8L0Y u07fr" 4 0 4 1 0
1 7008463 DiagramFeedback Suez DiagBox3 "paiCs 7bBx ImPMP HUU 23UL ROZo7 4G9A" 7 1 2 0 0
1 7008463 DiagramFeedback Suez DiagBox4 "cfZnMD QLTRAv EMmB" 3 0 NA 0 0
1 7341171 DiagramFeedback Beton DiagBox1 "igefk0 8GMF dzHJ H6F p3BsiR ZCAVo oxs" 7 0 2 0 0
1 7341171 DiagramFeedback Beton DiagBox2 "l7ur pNlQ3 6Qj3 V2esTk s87gv URy2 ooeC" 7 2 3 0 0
1 7341171 DiagramFeedback Beton DiagBox3 "3dK3 g4zx 4diAC 4o9H7 d1qX4D D08 01g rfz AOd" 9 0 2 0 0
1 7341171 DiagramFeedback Beton DiagBox4 "cWxgnT Awbwl fHu gLCPg cnAh xGfBSg vTCA iYN6KZ i8d itVs TFKBe 2Ml Ml1NEv PoIL S9y" 15 0 NA 1 0
1 7341171 DiagramFeedback Botox DiagBox1 "dVJVL KGzzn wRdtX tr2UHL ryT5ar XEG Udg egGhuu 0u6mB eoVK HfEuV zEK muaPQs EkjWdx" 14 2 NA 1 1
1 7341171 DiagramFeedback Botox DiagBox2 "VDrNJ kAH MnSTBc R8o R33Rvy eCU xJmj yAO bh6H2 6Zn f3dbY oECwGz" 12 0 1 0 0
1 7341171 DiagramFeedback Botox DiagBox3 "Ssgkj gXP12 BGt sBBn tpTBOH QqMv JKVi" 7 1 NA 0 0
1 7341171 DiagramFeedback Botox DiagBox4 "PvmHL Cp9 t9SRl 8OPw 3mMbUe 4hXVL elBo WUwRTj D2H VD6z" 10 0 2 0 0
1 7341171 DiagramFeedback Geld DiagBox1 "xdwL6 hVOu LGR 0CMgU" 4 1 NA 0 0
1 7341171 DiagramFeedback Geld DiagBox2 "ill DE89 EwZGk iKZfGw Bw3bk ovrCZ wjRvkq MVD SeOex tsi Fiov dct" 12 1 2 0 0
1 7341171 DiagramFeedback Geld DiagBox3 "7Xm cbND oKpC dxf olt M1B OJQhK EYAZ" 8 1 2 1 0
1 7341171 DiagramFeedback Geld DiagBox4 ? 0 0 NA 0 1
1 7341171 DiagramFeedback Metro DiagBox1 "Y5O 3vp3h IU8JZ J4tfH DiLjx nZlsf XoT MhVk kCHJb2 ZWAY0U 4YKp" 11 1 5 0 0
1 7341171 DiagramFeedback Metro DiagBox2 "8pQVdJ OU1UXb eZG RTWi QY5 ubSEP jR1N10 GDB3s" 8 1 1 0 0
1 7341171 DiagramFeedback Metro DiagBox3 "8Ey JsL 83xFmB jhwS" 4 1 NA 0 1
1 7341171 DiagramFeedback Metro DiagBox4 "ixST l2tu 1TjCoU HBgcAL 17lLt" 5 0 3 1 0
1 7341171 DiagramFeedback Muziek DiagBox1 "w606G PzZns7 gGx S7Skt TjuEP pkWw6 VLi A6jM 0sF nfbet NWT" 11 0 4 0 0
1 7341171 DiagramFeedback Muziek DiagBox2 "Dprf9 abPu2N AyMM ewq 2iDfq" 5 0 NA 0 0
1 7341171 DiagramFeedback Muziek DiagBox3 "qmEvIp XgAZy3 zjJ9Om GdI4A5 2Hyp7v CiDe iULC WdjL YOZB p9R VPOk7 pQh yR9B" 13 1 4 1 0
1 7341171 DiagramFeedback Muziek DiagBox4 "ZXyN 9k7 vgmgE 1Dup 2cK86F U2Uq9 4kH5r HTfHIM VxoqgB u6nc1K jwu5n" 11 1 2 0 0
1 7341171 DiagramFeedback Suez DiagBox1 "SZNs qYH6p gFLQ OSnC 0p7V GL0 AmwtG vPH9p2" 8 0 4 1 0
1 7341171 DiagramFeedback Suez DiagBox2 "cLFQr yJI1 ox8hKF vPrNG YvrX xHM K2d" 7 1 5 0 0
1 7341171 DiagramFeedback Suez DiagBox3 "ETC 8dvjZ FPYR J7ya" 4 0 3 1 0
1 7341171 DiagramFeedback Suez DiagBox4 "EFzAVH yFf8B igT6" 3 0 2 0 1
1 8100803 DiagramFeedback Beton DiagBox1 "ZTng t7ZYQs uaJAp 3Cg 1PmUVK iASpyO ttVu fm1 MMgbc yNCgcP XXD KIjxI 4EsrI" 13 0 1&2 0 0
1 8100803 DiagramFeedback Beton DiagBox2 "twCu 5f8Kcl E6Ttuc m81D" 4 1 NA 0 0
1 8100803 DiagramFeedback Beton DiagBox3 "0P4 uHyHFw 83FovM 2ni3 jb1 twm 7Jbc" 7 0 5 0 0
1 8100803 DiagramFeedback Beton DiagBox4 "g6csq Ehhgnv AZY8tA nwL6B7" 4 0 3 0 1
1 8100803 DiagramFeedback Botox DiagBox1 "uGvdSB nDaQ1H bhFcJE lnw92 mDFdx 8tVdBq 5vnmL YIliM" 8 1 4 0 0
1 8100803 DiagramFeedback Botox DiagBox2 "7n1o 0jLz 5GudxP wXA yPxa cRS 4J7TuP r7BX RwU" 9 0 2 1 0
1 8100803 DiagramFeedback Botox DiagBox3 "GZX zDjdM elxOa w9DiI smI opl oe39U" 7 1 3 0 0
1 8100803 DiagramFeedback Botox DiagBox4 "85xB aC4p 3n4 TNv LAOCX pXfW CiLN" 7 1 5 0 0
1 8100803 DiagramFeedback Geld DiagBox1 "RJxiG 6EWV 33nztf vC1tV tpoc JhNiZw Fz2 nil nlgd s4v" 10 0 NA 0 0
1 8100803 DiagramFeedback Geld DiagBox2 "Kr9az HmtCvk CpYju aSkO" 4 0 4 0 0
1 8100803 DiagramFeedback Geld DiagBox3 "W88tOJ IFc noEZJ8 fpa x8yaw PBYGE9 DVXqIk 3FJO" 8 0 4 0 0
1 8100803 DiagramFeedback Geld DiagBox4 "H3imN d9gr LUS LGoZJ5 jIzP XSYTN 2RhY cP71 b3hfN" 9 1 2 0 0
1 8100803 DiagramFeedback Metro DiagBox1 "olkk 2stek BuPL" 3 1 4 0 0
1 8100803 DiagramFeedback Metro DiagBox2 ? 0 0 NA 0 1
1 8100803 DiagramFeedback Metro DiagBox3 "aPJ TCIj8x nvYgKo RD31 kdy IKdq eSsH xRV n6L p8TVw" 10 0 NA 0 0
1 8100803 DiagramFeedback Metro DiagBox4 "GhY wlDU cFTUT 7bIfnz" 4 1 NA 0 0
1 8100803 DiagramFeedback Muziek DiagBox1 "LyuYY9 Ny5 7GJQ" 3 1 5 1 0
1 8100803 DiagramFeedback Muziek DiagBox2 ? 0 0 NA 0 1
1 8100803 DiagramFeedback Muziek DiagBox3 "1lGwP 3y38 O1JZ 9f6biT luXTpB PWpzTW 0p5 4SY6G Td8OD eQk DSYHD 4mHE o5KbgX" 13 1 4 0 0
1 8100803 DiagramFeedback Muziek DiagBox4 "jILCo cJS" 2 1 1&2 0 0
1 8100803 DiagramFeedback Suez DiagBox1 "DoOj dVE9ZJ VO5 YMBt XDgnn1 hFith Oykhs 0MmS DzT" 9 1 NA 0 0
1 8100803 DiagramFeedback Suez DiagBox2 "BIGNW UeSRBb ulF oUFy nvW 3OY H96JNV VKlu7" 8 1 NA 0 0
